Instance,Seed,CutoffSeconds,HasVerifiedSolution,FirstFeasibleTimeSeconds,PaperTableTimeSeconds,BestCost,ModelName,KernelName,ControllerEnabled,Feasible
decision-tree-australian-credit-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_3_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
drmx-cryptogen_wt-geffe128_7_old.wcnf,1,60,True,0.047607,28.794909,862.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS11_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.056338,0.141626,112881295992485.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS12_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.032392,0.084797,113699154930652.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS13_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.054678,0.101376,124896570512886.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS15_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.032854,0.080022,115033629041823.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS16_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.032077,0.094905,115569593015106.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS17_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.200292,0.258478,115983156861513.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS20_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.035849,0.059488,122279003021644.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS22_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.04239,0.058281,122070247469702.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS23_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.063097,0.081095,120723593306181.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS3_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.038254,0.0521,118077403329831.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS4_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.058016,0.071818,117451756332931.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS5_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.035909,0.052737,116120342861494.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS6_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.076816,0.089512,115047826811549.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS7_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.03932,0.09366,113839817872225.0,Host-CCEHC,CCEHC,False,True
generalized-ising_wt-IS9_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.035793,0.048163,111201093946713.0,Host-CCEHC,CCEHC,False,True
hs-timetabling_wt-BrazilInstance1.xml_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
hs-timetabling_wt-BrazilInstance2.xml_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
hs-timetabling_wt-BrazilInstance4.xml_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
hs-timetabling_wt-BrazilInstance5.xml_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
hs-timetabling_wt-BrazilInstance6.xml_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
hs-timetabling_wt-BrazilInstance7.xml_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
hs-timetabling_wt-FinlandSecondarySchool.xml_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
hs-timetabling_wt-ItalyInstance4.xml_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
judgment-aggregation-ja-kemeny-preflib-00049-00000300_old.wcnf,1,60,True,0.129137,6.276816,776.0,Host-CCEHC,CCEHC,False,True
judgment-aggregation-ja-kemeny-preflib-00049-00000334_old.wcnf,1,60,True,0.086376,1.367867,542.0,Host-CCEHC,CCEHC,False,True
judgment-aggregation-ja-kemeny-preflib-00049-00000451_old.wcnf,1,60,True,0.463069,1.465518,933.0,Host-CCEHC,CCEHC,False,True
judgment-aggregation-ja-kemeny-preflib-00049-00000454_old.wcnf,1,60,True,0.167995,11.198611,632.0,Host-CCEHC,CCEHC,False,True
judgment-aggregation-ja-kemeny-preflib-00051-00000011_old.wcnf,1,60,True,0.715505,26.63364,698.0,Host-CCEHC,CCEHC,False,True
max-realizability_wt-power-distribution_11_7_old.wcnf,1,60,True,1.31856,20.102594,129.0,Host-CCEHC,CCEHC,False,True
max-realizability_wt-power-distribution_12_8_old.wcnf,1,60,True,1.672161,7.801097,224.0,Host-CCEHC,CCEHC,False,True
max-realizability_wt-robot-navigation_10_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
MaxSATQueriesinInterpretableClassifiers_wt-credit_train_8_CNF_5_20_old.wcnf,1,60,True,3.099124,57.58966,117025.0,Host-CCEHC,CCEHC,False,True
MaxSATQueriesinInterpretableClassifiers_wt-pima_train_6_CNF_3_20_old.wcnf,1,60,True,0.018419,29.922154,3351.0,Host-CCEHC,CCEHC,False,True
MaxSATQueriesinInterpretableClassifiers_wt-toms_test_2_CNF_3_20_old.wcnf,1,60,True,0.307528,7.173787,451.0,Host-CCEHC,CCEHC,False,True
metro_wt-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
MinimumWeightDominatingSetProblem_wt-bn-human-BNU_1_0025865_session_1-bg_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
MinimumWeightDominatingSetProblem_wt-channel-500x100x100-b050_old.wcnf,1,60,True,12.730554,60.724656,240911320.0,Host-CCEHC,CCEHC,False,True
MinimumWeightDominatingSetProblem_wt-delaunay_n24_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
MinimumWeightDominatingSetProblem_wt-hugebubbles-00020_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
MinimumWeightDominatingSetProblem_wt-inf-road-usa_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
MinimumWeightDominatingSetProblem_wt-rgg_n_2_24_s0_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
MinimumWeightDominatingSetProblem_wt-sc-rel9_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
MinimumWeightDominatingSetProblem_wt-soc-livejournal-user-groups_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
MinimumWeightDominatingSetProblem_wt-web-wikipedia2009_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
mpe_wt-random-net-50-5_network-8.net_old.wcnf,1,60,True,0.582792,55.707548,48721.0,Host-CCEHC,CCEHC,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.1_8_old.wcnf,1,60,True,6.01538,41.712147,66588.0,Host-CCEHC,CCEHC,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.2_0_old.wcnf,1,60,True,6.909282,19.659119,116902.0,Host-CCEHC,CCEHC,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.5_1_old.wcnf,1,60,True,5.861011,43.350124,207771.0,Host-CCEHC,CCEHC,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.6_8_old.wcnf,1,60,True,5.95207,45.419758,248681.0,Host-CCEHC,CCEHC,False,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.7_2_old.wcnf,1,60,True,0.015174,13.59177,278585.0,Host-CCEHC,CCEHC,False,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.7_6_old.wcnf,1,60,True,0.019531,13.527024,254005.0,Host-CCEHC,CCEHC,False,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_1_old.wcnf,1,60,True,0.026287,11.116974,353066.0,Host-CCEHC,CCEHC,False,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.9_6_old.wcnf,1,60,True,0.03573,0.683401,287032.0,Host-CCEHC,CCEHC,False,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.1_1_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.4_7_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.5_4_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.5_5_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.5_7_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
pseudoBoolean_wt-normalized-mps-v2-20-10-sentoy.opb.msat_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
railway-transport_wt-bf2030fvslack_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
railway-transport_wt-f2030_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
railway-transport_wt-r11_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
railway-transport_wt-wg2_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
ramsey_wt-ram_k3_n14.ra1_old.wcnf,1,60,True,0.011404,0.144057,3025.0,Host-CCEHC,CCEHC,False,True
ramsey_wt-ram_k3_n16.ra1_old.wcnf,1,60,True,0.016717,0.045782,7271.0,Host-CCEHC,CCEHC,False,True
ramsey_wt-ram_k3_n19.ra1_old.wcnf,1,60,True,0.02384,4.14082,20665.0,Host-CCEHC,CCEHC,False,True
ramsey_wt-ram_k4_n19.ra1_old.wcnf,1,60,True,0.283833,20.430774,1104.0,Host-CCEHC,CCEHC,False,True
relational-inference_wt-pa-1_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
relational-inference_wt-pa-2_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
relational-inference_wt-pa-3_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
setcover_wt-rail2536_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
setcover_wt-rail4284_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
setcover_wt-rail4872_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
setcover_wt-rail507_old.wcnf,1,60,True,3.458921,10.3977,211.0,Host-CCEHC,CCEHC,False,True
shiftdesign_wt-limits-10-10_data-1_inst-084_30m.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
shiftdesign_wt-limits-10-10_data-1_inst-137_30m.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
shiftdesign_wt-limits-10-10_data-1_inst-182_30m.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
shiftdesign_wt-limits-10-10_data-2_inst-003_30m.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
shiftdesign_wt-limits-10-10_data-2_inst-025_30m.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
shiftdesign_wt-limits-10-10_data-2_inst-030_30m.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
shiftdesign_wt-limits-10-10_data-3_inst-002_30m.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
shiftdesign_wt-limits-10-10_data-3_inst-003_30m.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
shiftdesign_wt-limits-10-10_data-4_inst-003_60m.sm-extracted_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
spot5_wt-1401.wcsp.log_old.wcnf,1,60,True,0.007772,53.718502,469107.0,Host-CCEHC,CCEHC,False,True
spot5_wt-1403.wcsp.dir_old.wcnf,1,60,True,0.00836,40.292864,496267.0,Host-CCEHC,CCEHC,False,True
spot5_wt-1403.wcsp.log_old.wcnf,1,60,True,0.01032,48.508783,469263.0,Host-CCEHC,CCEHC,False,True
spot5_wt-1405.wcsp.dir_old.wcnf,1,60,True,0.013215,4.687106,497449.0,Host-CCEHC,CCEHC,False,True
spot5_wt-1506.wcsp.log_old.wcnf,1,60,True,0.013121,50.13073,361554.0,Host-CCEHC,CCEHC,False,True
spot5_wt-5.wcsp.log_old.wcnf,1,60,True,0.006831,7.770804,265.0,Host-CCEHC,CCEHC,False,True
staff-scheduling_wt-instance10_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance11_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance12_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance2_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance3_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance4_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance5_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance6_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance7_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance8_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
staff-scheduling_wt-instance9_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
tcp_wt-tcp_students_112_it_2_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
timetabling_wt-comp02_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
timetabling_wt-comp09_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
timetabling_wt-comp12_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
timetabling_wt-dds4_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-downcast-antlr_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
abstraction-refinement_wt-downcast-avrora_old.wcnf,1,60,True,59.220143,59.220143,52209.0,SCOPE-CCEHC,CCEHC,True,True
abstraction-refinement_wt-downcast-hsqldb_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
abstraction-refinement_wt-downcast-pmd_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
abstraction-refinement_wt-downcast-xalan_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
abstraction-refinement_wt-polysite-avrora_old.wcnf,1,60,True,61.27653,61.27653,57355.0,SCOPE-CCEHC,CCEHC,True,True
abstraction-refinement_wt-polysite-bloat_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
abstraction-refinement_wt-polysite-hsqldb_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
abstraction-refinement_wt-polysite-pmd_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
abstraction-refinement_wt-polysite-xalan_old.wcnf,1,60,False,,,,SCOPE-CCEHC,CCEHC,True,False
causal-discovery_wt-causal_alarm_9_1000_old.wcnf,1,60,True,7.175359,7.175359,118725495.0,SCOPE-CCEHC,CCEHC,True,True
causal-discovery_wt-causal_carpo_8_1000_old.wcnf,1,60,True,2.574606,2.574606,8179510.0,SCOPE-CCEHC,CCEHC,True,True
causal-discovery_wt-causal_Link_10_10000_old.wcnf,1,60,True,18.983601,18.983601,478857475.0,SCOPE-CCEHC,CCEHC,True,True
causal-discovery_wt-causal_Link_10_1000_old.wcnf,1,60,True,19.048165,19.048165,40972742.0,SCOPE-CCEHC,CCEHC,True,True
causal-discovery_wt-causal_Link_9_100_old.wcnf,1,60,True,7.178522,7.178522,3242187.0,SCOPE-CCEHC,CCEHC,True,True
causal-discovery_wt-causal_Mushroom_7_1000_old.wcnf,1,60,True,0.884969,0.884969,36667365.0,SCOPE-CCEHC,CCEHC,True,True
causal-discovery_wt-causal_Pigs_6_1000_old.wcnf,1,60,True,2.574262,2.574262,35110976.0,SCOPE-CCEHC,CCEHC,True,True
causal-discovery_wt-causal_Water_10_1000_old.wcnf,1,60,True,19.049799,19.049799,158174844.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200_old.wcnf,1,60,True,2.575787,49.351675,205505607.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N290_old.wcnf,1,60,True,22.588332,22.588332,33957845.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N220_old.wcnf,1,60,True,0.890885,46.866136,19404417.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N240_old.wcnf,1,60,True,1.053601,30.193874,23065732.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N380_old.wcnf,1,60,True,2.63336,50.157364,57245752.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_UNARY_N220_old.wcnf,1,60,True,12.329161,12.329161,23179718.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280_old.wcnf,1,60,True,64.989849,64.989849,198654734.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_UNARY_N220_old.wcnf,1,60,True,12.020474,12.020474,25805511.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N320_old.wcnf,1,60,True,1.120506,29.019699,22652608.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_UNARY_N250_old.wcnf,1,60,True,10.69145,10.69145,20419164.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200_old.wcnf,1,60,True,11.634995,11.634995,822078090.0,SCOPE-CCEHC,CCEHC,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200_old.wcnf,1,60,True,16.095422,16.095422,1169882030.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3_old.wcnf,1,60,True,2.965723,2.965723,592.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5_old.wcnf,1,60,True,2.988861,2.988861,792.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-australian-credit-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5_old.wcnf,1,60,True,3.852366,3.852366,599.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,42.368002,42.368002,139.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4_old.wcnf,1,60,True,0.760642,0.760642,195.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4_old.wcnf,1,60,True,2.802197,2.802197,187.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6_old.wcnf,1,60,True,2.821286,2.821286,334.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,15.346909,15.346909,191.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4_old.wcnf,1,60,True,15.301967,15.301967,269.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,0.333473,0.333473,178.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4_old.wcnf,1,60,True,1.088661,1.088661,213.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6_old.wcnf,1,60,True,3.956758,3.956758,396.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,0.481369,0.481369,535.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_3_old.wcnf,1,60,True,0.478299,0.478299,648.0,SCOPE-CCEHC,CCEHC,True,True
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,1.354236,1.354236,467.0,SCOPE-CCEHC,CCEHC,True,True
drmx-cryptogen_wt-geffe128_7_old.wcnf,1,60,True,0.059798,42.733537,864.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS11_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.378479,0.408805,112832267838932.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS12_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.369187,0.384093,113804381725735.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS13_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.373147,0.399727,129740337170011.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS15_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.37916,0.403638,115095646045753.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS16_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.372094,0.387346,115596155308150.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS17_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.370713,0.412619,116030668414942.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS20_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.370065,0.400355,127918565361639.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS22_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.374823,0.402303,125626593604828.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS23_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.372066,0.395803,124581926166556.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS3_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.375079,0.396495,120069065561516.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS4_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.377898,0.399711,119319171104549.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS5_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.373125,0.408805,117458174672114.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS6_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.368175,0.401176,116327811201643.0,SCOPE-CCEHC,CCEHC,True,True
generalized-ising_wt-IS7_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.376171,0.410887,114737686836464.0,SCOPE-CCEHC,CCEHC,True,True
