Instance,Seed,CutoffSeconds,HasVerifiedSolution,FirstFeasibleTimeSeconds,PaperTableTimeSeconds,BestCost,ModelName,KernelName,ControllerEnabled,Feasible
causal-discovery_wt-causal_Link_9_100_old.wcnf,1,60,True,6.666355,6.666355,3242187.0,SCOPE-MaxSAT,NuWLS,True,True
causal-discovery_wt-causal_Mushroom_7_1000_old.wcnf,1,60,True,0.90806,20.04854,9414169.0,SCOPE-MaxSAT,NuWLS,True,True
causal-discovery_wt-causal_Pigs_6_1000_old.wcnf,1,60,True,2.402119,2.402119,35110976.0,SCOPE-MaxSAT,NuWLS,True,True
causal-discovery_wt-causal_Water_10_1000_old.wcnf,1,60,True,19.512687,28.346127,45193159.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200_old.wcnf,1,60,True,2.510612,10.26573,7014701.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N290_old.wcnf,1,60,True,21.001309,21.001309,33957845.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N220_old.wcnf,1,60,True,0.863185,9.338925,14004102.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N240_old.wcnf,1,60,True,1.022998,9.535558,16116883.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N380_old.wcnf,1,60,True,2.645527,14.573822,39198852.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_UNARY_N220_old.wcnf,1,60,True,11.473736,11.473736,23179718.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280_old.wcnf,1,60,True,60.337539,60.337539,198654734.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_UNARY_N220_old.wcnf,1,60,True,11.182149,11.182149,25805511.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N320_old.wcnf,1,60,True,1.067043,8.98313,14733167.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_UNARY_N250_old.wcnf,1,60,True,9.943174,9.943174,20419164.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200_old.wcnf,1,60,True,10.676336,10.676336,822078090.0,SCOPE-MaxSAT,NuWLS,True,True
correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200_old.wcnf,1,60,True,14.883397,14.883397,1169882030.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3_old.wcnf,1,60,True,4.045304,5.650814,355.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5_old.wcnf,1,60,True,3.989623,10.739783,762.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-australian-credit-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5_old.wcnf,1,60,True,3.590071,3.590071,599.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,39.252411,39.252411,139.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4_old.wcnf,1,60,True,0.945437,1.134055,138.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4_old.wcnf,1,60,True,3.093676,3.387507,146.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6_old.wcnf,1,60,True,3.180911,3.879232,240.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,15.758042,28.671482,120.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4_old.wcnf,1,60,True,14.666058,14.666058,269.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,0.381654,5.142681,84.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4_old.wcnf,1,60,True,1.186046,5.10613,155.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6_old.wcnf,1,60,True,3.661059,3.661059,396.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,0.638475,0.786737,335.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_3_old.wcnf,1,60,True,0.666835,0.743974,443.0,SCOPE-MaxSAT,NuWLS,True,True
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2_old.wcnf,1,60,True,1.550887,1.550887,286.0,SCOPE-MaxSAT,NuWLS,True,True
drmx-cryptogen_wt-geffe128_7_old.wcnf,1,60,True,0.054837,30.741414,811.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS11_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.344074,0.972357,112229069992697.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS12_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.35039,0.357927,113171466486232.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS13_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.347799,0.353088,119401387482250.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS15_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.34928,0.354721,114658059944605.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS16_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.349571,6.439259,115258059944605.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS17_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.349065,15.202091,115902780531937.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS20_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.350719,0.392588,119388436533623.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS22_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.349629,0.361653,119112776308211.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS23_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.346248,0.409227,118663520151734.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS3_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.344244,6.96988,116804575996363.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS4_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.345019,0.385611,115857504490177.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS5_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.348324,0.848203,114843630201223.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS6_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.347136,0.422211,113797656078091.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS7_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.345554,0.378365,112706601923009.0,SCOPE-MaxSAT,NuWLS,True,True
generalized-ising_wt-IS9_5.0.5.0.0.5_softer_periodic_old.wcnf,1,60,True,0.343947,0.383158,110066981524169.0,SCOPE-MaxSAT,NuWLS,True,True
hs-timetabling_wt-BrazilInstance1.xml_old.wcnf,1,60,True,0.232227,45.694076,117.0,SCOPE-MaxSAT,NuWLS,True,True
hs-timetabling_wt-BrazilInstance2.xml_old.wcnf,1,60,True,0.562767,54.195781,149.0,SCOPE-MaxSAT,NuWLS,True,True
hs-timetabling_wt-BrazilInstance4.xml_old.wcnf,1,60,True,2.49711,2.49711,267.0,SCOPE-MaxSAT,NuWLS,True,True
hs-timetabling_wt-BrazilInstance5.xml_old.wcnf,1,60,True,1.329168,31.425014,490.0,SCOPE-MaxSAT,NuWLS,True,True
hs-timetabling_wt-BrazilInstance6.xml_old.wcnf,1,60,True,1.653271,59.577462,546.0,SCOPE-MaxSAT,NuWLS,True,True
hs-timetabling_wt-BrazilInstance7.xml_old.wcnf,1,60,True,2.283965,52.517275,889.0,SCOPE-MaxSAT,NuWLS,True,True
hs-timetabling_wt-FinlandSecondarySchool.xml_old.wcnf,1,60,True,4.627051,4.627051,817.0,SCOPE-MaxSAT,NuWLS,True,True
hs-timetabling_wt-ItalyInstance4.xml_old.wcnf,1,60,True,16.981235,26.938925,12143.0,SCOPE-MaxSAT,NuWLS,True,True
judgment-aggregation-ja-kemeny-preflib-00049-00000300_old.wcnf,1,60,True,1.657388,46.674825,793.0,SCOPE-MaxSAT,NuWLS,True,True
judgment-aggregation-ja-kemeny-preflib-00049-00000334_old.wcnf,1,60,True,0.849051,56.610104,612.0,SCOPE-MaxSAT,NuWLS,True,True
judgment-aggregation-ja-kemeny-preflib-00049-00000451_old.wcnf,1,60,True,6.298813,52.993076,1020.0,SCOPE-MaxSAT,NuWLS,True,True
judgment-aggregation-ja-kemeny-preflib-00049-00000454_old.wcnf,1,60,True,2.065687,56.932578,715.0,SCOPE-MaxSAT,NuWLS,True,True
judgment-aggregation-ja-kemeny-preflib-00051-00000011_old.wcnf,1,60,True,9.429835,46.120449,786.0,SCOPE-MaxSAT,NuWLS,True,True
max-realizability_wt-power-distribution_11_7_old.wcnf,1,60,True,2.481565,3.135521,126.0,SCOPE-MaxSAT,NuWLS,True,True
max-realizability_wt-power-distribution_12_8_old.wcnf,1,60,True,5.10995,5.592167,216.0,SCOPE-MaxSAT,NuWLS,True,True
max-realizability_wt-robot-navigation_10_old.wcnf,1,60,True,16.996507,16.996507,39.0,SCOPE-MaxSAT,NuWLS,True,True
MaxSATQueriesinInterpretableClassifiers_wt-credit_train_8_CNF_5_20_old.wcnf,1,60,True,11.665247,41.087882,96480.0,SCOPE-MaxSAT,NuWLS,True,True
MaxSATQueriesinInterpretableClassifiers_wt-pima_train_6_CNF_3_20_old.wcnf,1,60,True,0.062806,36.126343,3310.0,SCOPE-MaxSAT,NuWLS,True,True
MaxSATQueriesinInterpretableClassifiers_wt-toms_test_2_CNF_3_20_old.wcnf,1,60,True,3.373629,3.521947,1003.0,SCOPE-MaxSAT,NuWLS,True,True
metro_wt-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted_old.wcnf,1,60,True,7.682206,12.123496,215.0,SCOPE-MaxSAT,NuWLS,True,True
MinimumWeightDominatingSetProblem_wt-bn-human-BNU_1_0025865_session_1-bg_old.wcnf,1,60,True,20.419077,20.419077,140539244.0,SCOPE-MaxSAT,NuWLS,True,True
MinimumWeightDominatingSetProblem_wt-channel-500x100x100-b050_old.wcnf,1,60,True,55.533221,55.533221,482601000.0,SCOPE-MaxSAT,NuWLS,True,True
MinimumWeightDominatingSetProblem_wt-delaunay_n24_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
MinimumWeightDominatingSetProblem_wt-hugebubbles-00020_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
MinimumWeightDominatingSetProblem_wt-inf-road-usa_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
MinimumWeightDominatingSetProblem_wt-rgg_n_2_24_s0_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
MinimumWeightDominatingSetProblem_wt-sc-rel9_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
MinimumWeightDominatingSetProblem_wt-soc-livejournal-user-groups_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
MinimumWeightDominatingSetProblem_wt-web-wikipedia2009_old.wcnf,1,60,True,26.565377,60.396897,178897308.0,SCOPE-MaxSAT,NuWLS,True,True
mpe_wt-random-net-50-5_network-8.net_old.wcnf,1,60,True,0.079226,34.427323,48330.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.1_8_old.wcnf,1,60,True,12.235154,52.722526,90826.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.2_0_old.wcnf,1,60,True,13.137576,58.291018,175408.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.5_1_old.wcnf,1,60,True,12.474712,56.46159,393235.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.6_8_old.wcnf,1,60,True,12.156239,46.919561,473099.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.7_2_old.wcnf,1,60,True,12.567949,18.766322,277499.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.7_6_old.wcnf,1,60,True,0.066103,3.815827,252179.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_1_old.wcnf,1,60,True,0.061775,11.251694,350793.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.9_6_old.wcnf,1,60,True,0.065961,0.219806,282321.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.1_1_old.wcnf,1,60,True,15.735897,59.890337,130785.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.4_7_old.wcnf,1,60,True,20.872704,58.767964,404252.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.5_4_old.wcnf,1,60,True,14.659313,59.342803,482514.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.5_5_old.wcnf,1,60,True,16.807005,59.793955,466482.0,SCOPE-MaxSAT,NuWLS,True,True
ParametricRBACMaintenance_mse20_wt-role_university_multiple_0.5_7_old.wcnf,1,60,True,20.90727,58.95689,492547.0,SCOPE-MaxSAT,NuWLS,True,True
pseudoBoolean_wt-normalized-mps-v2-20-10-sentoy.opb.msat_old.wcnf,1,60,True,0.50074,0.50074,9460.0,SCOPE-MaxSAT,NuWLS,True,True
railway-transport_wt-bf2030fvslack_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
railway-transport_wt-f2030_old.wcnf,1,60,True,14.75855,58.48921,7029.0,SCOPE-MaxSAT,NuWLS,True,True
railway-transport_wt-r11_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
railway-transport_wt-wg2_old.wcnf,1,60,True,27.675311,55.401121,866.0,SCOPE-MaxSAT,NuWLS,True,True
ramsey_wt-ram_k3_n14.ra1_old.wcnf,1,60,True,0.010052,0.517793,3025.0,SCOPE-MaxSAT,NuWLS,True,True
ramsey_wt-ram_k3_n16.ra1_old.wcnf,1,60,True,0.016224,0.472539,7271.0,SCOPE-MaxSAT,NuWLS,True,True
ramsey_wt-ram_k3_n19.ra1_old.wcnf,1,60,True,0.030612,1.25684,20665.0,SCOPE-MaxSAT,NuWLS,True,True
ramsey_wt-ram_k4_n19.ra1_old.wcnf,1,60,True,0.047545,8.304188,1240.0,SCOPE-MaxSAT,NuWLS,True,True
relational-inference_wt-pa-1_old.wcnf,1,60,True,18.6966,21.15719,8282.0,SCOPE-MaxSAT,NuWLS,True,True
relational-inference_wt-pa-2_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
relational-inference_wt-pa-3_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
setcover_wt-rail2536_old.wcnf,1,60,True,6.354505,6.354505,2147034.0,SCOPE-MaxSAT,NuWLS,True,True
setcover_wt-rail4284_old.wcnf,1,60,True,6.43151,6.43151,2119198.0,SCOPE-MaxSAT,NuWLS,True,True
setcover_wt-rail4872_old.wcnf,1,60,True,5.694736,5.694736,1873139.0,SCOPE-MaxSAT,NuWLS,True,True
setcover_wt-rail507_old.wcnf,1,60,True,15.792045,42.685465,220.0,SCOPE-MaxSAT,NuWLS,True,True
shiftdesign_wt-limits-10-10_data-1_inst-084_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
shiftdesign_wt-limits-10-10_data-1_inst-137_30m.sm-extracted_old.wcnf,1,60,True,44.754002,44.754002,17244442.0,SCOPE-MaxSAT,NuWLS,True,True
shiftdesign_wt-limits-10-10_data-1_inst-182_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
shiftdesign_wt-limits-10-10_data-2_inst-003_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
shiftdesign_wt-limits-10-10_data-2_inst-025_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
shiftdesign_wt-limits-10-10_data-2_inst-030_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
shiftdesign_wt-limits-10-10_data-3_inst-002_30m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
shiftdesign_wt-limits-10-10_data-3_inst-003_30m.sm-extracted_old.wcnf,1,60,True,56.027021,56.027021,28190618.0,SCOPE-MaxSAT,NuWLS,True,True
shiftdesign_wt-limits-10-10_data-4_inst-003_60m.sm-extracted_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
spot5_wt-1401.wcsp.log_old.wcnf,1,60,True,0.09552,7.746173,468096.0,SCOPE-MaxSAT,NuWLS,True,True
spot5_wt-1403.wcsp.dir_old.wcnf,1,60,True,0.118575,0.192045,477264.0,SCOPE-MaxSAT,NuWLS,True,True
spot5_wt-1403.wcsp.log_old.wcnf,1,60,True,0.121091,36.185616,469238.0,SCOPE-MaxSAT,NuWLS,True,True
spot5_wt-1405.wcsp.dir_old.wcnf,1,60,True,0.180453,0.385116,475458.0,SCOPE-MaxSAT,NuWLS,True,True
spot5_wt-1506.wcsp.log_old.wcnf,1,60,True,0.152708,35.789987,360527.0,SCOPE-MaxSAT,NuWLS,True,True
spot5_wt-5.wcsp.log_old.wcnf,1,60,True,0.08992,0.095901,270.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance10_old.wcnf,1,60,True,11.557662,44.433822,6625.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance11_old.wcnf,1,60,True,6.09215,28.473398,3653.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance12_old.wcnf,1,60,True,15.623488,24.322278,7671.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance2_old.wcnf,1,60,True,0.108088,4.089842,838.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance3_old.wcnf,1,60,True,0.305231,16.907248,1026.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance4_old.wcnf,1,60,True,0.162042,45.867796,1740.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance5_old.wcnf,1,60,True,0.404958,28.164358,1287.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance6_old.wcnf,1,60,True,0.534905,11.848929,2081.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance7_old.wcnf,1,60,True,0.694379,49.563165,1178.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance8_old.wcnf,1,60,True,2.242784,21.645004,2848.0,SCOPE-MaxSAT,NuWLS,True,True
staff-scheduling_wt-instance9_old.wcnf,1,60,True,7.754975,48.489631,2161.0,SCOPE-MaxSAT,NuWLS,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100_old.wcnf,1,60,True,11.190034,11.190034,392.0,SCOPE-MaxSAT,NuWLS,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150_old.wcnf,1,60,True,11.202068,11.202068,528.0,SCOPE-MaxSAT,NuWLS,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200_old.wcnf,1,60,True,11.15922,11.15922,602.0,SCOPE-MaxSAT,NuWLS,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66_old.wcnf,1,60,True,10.952733,10.952733,228.0,SCOPE-MaxSAT,NuWLS,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68_old.wcnf,1,60,True,11.097658,11.097658,193.0,SCOPE-MaxSAT,NuWLS,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70_old.wcnf,1,60,True,11.095625,11.095625,240.0,SCOPE-MaxSAT,NuWLS,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72_old.wcnf,1,60,True,11.088043,11.088043,202.0,SCOPE-MaxSAT,NuWLS,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80_old.wcnf,1,60,True,11.11099,11.11099,306.0,SCOPE-MaxSAT,NuWLS,True,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90_old.wcnf,1,60,True,10.927946,10.927946,283.0,SCOPE-MaxSAT,NuWLS,True,True
tcp_wt-tcp_students_112_it_2_old.wcnf,1,60,True,1.524085,48.832239,3699.0,SCOPE-MaxSAT,NuWLS,True,True
timetabling_wt-comp02_old.wcnf,1,60,True,4.023963,12.027212,136.0,SCOPE-MaxSAT,NuWLS,True,True
timetabling_wt-comp09_old.wcnf,1,60,True,4.15149,31.669617,135.0,SCOPE-MaxSAT,NuWLS,True,True
timetabling_wt-comp12_old.wcnf,1,60,True,3.215028,33.258181,560.0,SCOPE-MaxSAT,NuWLS,True,True
timetabling_wt-dds4_old.wcnf,1,60,False,,,,SCOPE-MaxSAT,NuWLS,True,False
abstraction-refinement_wt-downcast-antlr_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-downcast-avrora_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-downcast-hsqldb_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-downcast-pmd_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-downcast-xalan_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-polysite-avrora_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-polysite-bloat_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-polysite-hsqldb_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-polysite-pmd_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
abstraction-refinement_wt-polysite-xalan_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
causal-discovery_wt-causal_alarm_9_1000_old.wcnf,1,60,False,0.185995,0.360866,,Host-CCEHC,CCEHC,False,False
causal-discovery_wt-causal_carpo_8_1000_old.wcnf,1,60,False,0.075805,0.146723,,Host-CCEHC,CCEHC,False,False
causal-discovery_wt-causal_Link_10_10000_old.wcnf,1,60,False,0.515048,2.601419,,Host-CCEHC,CCEHC,False,False
causal-discovery_wt-causal_Link_10_1000_old.wcnf,1,60,False,0.558894,1.593635,,Host-CCEHC,CCEHC,False,False
causal-discovery_wt-causal_Link_9_100_old.wcnf,1,60,False,0.189537,0.312952,,Host-CCEHC,CCEHC,False,False
causal-discovery_wt-causal_Mushroom_7_1000_old.wcnf,1,60,False,0.054988,0.071693,,Host-CCEHC,CCEHC,False,False
causal-discovery_wt-causal_Pigs_6_1000_old.wcnf,1,60,False,0.118066,0.161162,,Host-CCEHC,CCEHC,False,False
causal-discovery_wt-causal_Water_10_1000_old.wcnf,1,60,False,0.606248,2.071344,,Host-CCEHC,CCEHC,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200_old.wcnf,1,60,True,4.486863,52.027543,30495383.0,Host-CCEHC,CCEHC,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N290_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N220_old.wcnf,1,60,True,0.551369,59.546178,109833302.0,Host-CCEHC,CCEHC,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N240_old.wcnf,1,60,True,0.744241,52.085167,142936827.0,Host-CCEHC,CCEHC,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N380_old.wcnf,1,60,True,4.125298,56.278541,339080928.0,Host-CCEHC,CCEHC,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_UNARY_N220_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280_old.wcnf,1,60,True,6.584245,58.164292,151710600.0,Host-CCEHC,CCEHC,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_UNARY_N220_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N320_old.wcnf,1,60,True,0.872125,56.266281,126743128.0,Host-CCEHC,CCEHC,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_UNARY_N250_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5_old.wcnf,1,60,False,,,,Host-CCEHC,CCEHC,False,False
