Dataset,Model,ModelDirectory,InstanceKey,InstanceOriginal,FeasibleReported,FeasibleStrict60,BestCost,BestTimeSeconds,FirstFeasibleTimeSeconds,QualityReported,QualityStrict60,SourceFile,SourceFormat,DevelopmentExcluded,ParameterDevelopmentTrack,PrimaryHeldOut,InstanceBestCostReported,WinReported,UniqueWinReported,SharedWinReported,InstanceBestCostStrict60,WinStrict60,UniqueWinStrict60,SharedWinStrict60
23-pms-60s,SPB-MaxSAT-c-Band,Band,decision_tree_car_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,decision-tree-car-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree_old.wcnf,True,True,90.0,21.876864,0.228308,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,78.0,False,False,False,78.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,decision_tree_heart_cleveland_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_tree_old,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree_old.wcnf,True,True,42.0,16.508941,0.046811,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,33.0,False,False,False,33.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,decision_tree_heart_cleveland_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree_old.wcnf,True,True,40.0,48.410852,0.445046,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,32.0,False,False,False,32.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,decision_tree_hypothyroid_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,decision-tree-hypothyroid-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree_old.wcnf,True,True,51.0,18.279558,1.35833,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,44.0,False,False,False,44.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,decision_tree_kr_vs_kp_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_tree_old,decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree_old.wcnf,True,True,449.0,49.642497,0.291806,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,376.0,False,False,False,376.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,decision_tree_kr_vs_kp_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree_old.wcnf,True,True,1222.0,3.863623,0.854699,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,454.0,False,False,False,454.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,decision_tree_lymph_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_tree_old,decision-tree-lymph-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree_old.wcnf,True,True,12.0,18.532257,0.088449,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,9.0,False,False,False,9.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,decision_tree_mushroom_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_tree_old,decision-tree-mushroom-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree_old.wcnf,True,True,142.0,36.649128,0.528119,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,57.0,False,False,False,57.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,decision_tree_tic_tac_toe_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree_old.wcnf,True,True,152.0,24.602718,0.699733,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,83.0,False,False,False,83.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,extension_enforcement_extension_enforcement_non_strict_stb_200_0_05_1_10_1_old,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1_old.wcnf,True,True,12.0,14.642784,0.062312,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,11.0,False,False,False,11.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,fault_diagnosis_s38584_nan_explicit_10_0_old,fault-diagnosis-s38584_nan_explicit_10_0_old.wcnf,True,True,216.0,33.49341,0.456115,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,216.0,True,True,False,216.0,True,True,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,fault_diagnosis_s38584_nan_explicit_9_0_old,fault-diagnosis-s38584_nan_explicit_9_0_old.wcnf,True,True,211.0,53.395253,0.342418,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,211.0,True,True,False,211.0,True,True,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_2bitcomp_5_old,gen-hyper-tw-GenHyperTW_2bitcomp_5_old.wcnf,True,True,16.0,35.702398,26.304376,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,14.0,False,False,False,14.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_aim_50_1_6_no_3_old,gen-hyper-tw-GenHyperTW_aim-50-1_6-no-3_old.wcnf,True,True,11.0,5.737214,0.981525,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,10.0,False,False,False,10.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_aim_50_1_6_yes1_3_old,gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3_old.wcnf,True,True,12.0,3.696515,0.947814,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,11.0,False,False,False,11.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_b01_old,gen-hyper-tw-GenHyperTW_b01_old.wcnf,True,True,5.0,7.702903,0.169245,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,5.0,True,False,True,5.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_dubois28_old,gen-hyper-tw-GenHyperTW_dubois28_old.wcnf,True,True,5.0,8.683955,6.155769,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,4.0,False,False,False,4.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_dubois29_old,gen-hyper-tw-GenHyperTW_dubois29_old.wcnf,True,True,6.0,7.868748,5.760253,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,5.0,False,False,False,5.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_flat30_99_old,gen-hyper-tw-GenHyperTW_flat30-99_old.wcnf,True,True,24.0,29.150593,20.638621,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,22.0,False,False,False,22.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_grid4d_3_old,gen-hyper-tw-GenHyperTW_grid4d_3_old.wcnf,True,True,7.0,0.689896,0.239745,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,7.0,True,False,True,7.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_par8_1_c_old,gen-hyper-tw-GenHyperTW_par8-1-c_old.wcnf,True,True,15.0,9.635477,5.582218,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,11.0,False,False,False,11.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_pret60_25_old,gen-hyper-tw-GenHyperTW_pret60_25_old.wcnf,True,True,7.0,6.64728,1.168374,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,6.0,False,False,False,6.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_s208_old,gen-hyper-tw-GenHyperTW_s208_old.wcnf,True,True,9.0,34.113995,17.353769,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,8.0,False,False,False,8.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_uf20_01_old,gen-hyper-tw-GenHyperTW_uf20-01_old.wcnf,True,True,6.0,0.145989,0.068068,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,6.0,True,False,True,6.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_contension_a_2_grd_3908_2_1_tgf_pl_old,inconsistency-measurement-im-contension-A-2-grd_3908_2_1.tgf.pl_old.wcnf,True,True,664.0,25.971111,0.159235,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,653.0,False,False,False,653.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_contension_b_3_stb_696_368_tgf_pl_old,inconsistency-measurement-im-contension-B-3-stb_696_368.tgf.pl_old.wcnf,True,True,67.0,31.228849,0.010214,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,67.0,True,False,True,67.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_contension_c_1_grd_3018_3_7_tgf_pl_old,inconsistency-measurement-im-contension-C-1-grd_3018_3_7.tgf.pl_old.wcnf,True,True,518.0,58.500192,0.147481,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,513.0,False,False,False,513.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_a_2_grd_3908_2_1_tgf_pl_old,inconsistency-measurement-im-forgetting-A-2-grd_3908_2_1.tgf.pl_old.wcnf,True,True,763.0,0.637353,0.269323,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,756.0,False,False,False,756.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_a_2_ws_300_16_70_30_tgf_pl_old,inconsistency-measurement-im-forgetting-A-2-WS_300_16_70_30.tgf.pl_old.wcnf,True,True,37.0,4.53608,0.009687,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,37.0,True,False,True,37.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_a_2_ws_300_16_90_30_tgf_pl_old,inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl_old.wcnf,True,True,36.0,11.509898,0.009716,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,36.0,True,False,True,36.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_b_2_stb_625_161_tgf_pl_old,inconsistency-measurement-im-forgetting-B-2-stb_625_161.tgf.pl_old.wcnf,True,True,81.0,42.980754,0.011226,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,81.0,True,False,True,81.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_b_3_stb_428_430_tgf_pl_old,inconsistency-measurement-im-forgetting-B-3-stb_428_430.tgf.pl_old.wcnf,True,True,56.0,11.375533,0.012029,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,51.0,False,False,False,51.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_b_3_stb_457_193_tgf_pl_old,inconsistency-measurement-im-forgetting-B-3-stb_457_193.tgf.pl_old.wcnf,True,True,56.0,37.801061,0.014491,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,56.0,True,True,False,56.0,True,True,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_b_3_ws_300_16_90_30_tgf_pl_old,inconsistency-measurement-im-forgetting-B-3-WS_300_16_90_30.tgf.pl_old.wcnf,True,True,42.0,7.594653,0.009638,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,42.0,True,True,False,42.0,True,True,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_c_1_grd_5178_1_1_tgf_pl_old,inconsistency-measurement-im-forgetting-C-1-grd_5178_1_1.tgf.pl_old.wcnf,True,True,1084.0,0.523509,0.255109,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,1075.0,False,False,False,1075.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_t_2_grd_4383_1_10_tgf_pl_old,inconsistency-measurement-im-forgetting-T-2-grd_4383_1_10.tgf.pl_old.wcnf,True,True,826.0,3.183403,1.558033,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,812.0,False,False,False,812.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_t_2_stb_339_81_tgf_pl_old,inconsistency-measurement-im-forgetting-T-2-stb_339_81.tgf.pl_old.wcnf,True,True,49.0,53.165626,0.058239,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,49.0,True,False,True,49.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_a_1_grd_1790_4_8_tgf_pl_old,inconsistency-measurement-im-hit-A-1-grd_1790_4_8.tgf.pl_old.wcnf,True,True,309.0,4.735155,0.044742,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,309.0,True,True,False,309.0,True,True,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_a_1_grd_2065_1_8_tgf_pl_old,inconsistency-measurement-im-hit-A-1-grd_2065_1_8.tgf.pl_old.wcnf,True,True,302.0,5.027483,0.341154,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,302.0,True,True,False,302.0,True,True,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_a_2_grd_1948_5_1_tgf_pl_old,inconsistency-measurement-im-hit-A-2-grd_1948_5_1.tgf.pl_old.wcnf,True,True,344.0,2.528909,0.09381,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,344.0,True,False,True,344.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_b_1_grd_3018_3_7_tgf_pl_old,inconsistency-measurement-im-hit-B-1-grd_3018_3_7.tgf.pl_old.wcnf,True,True,566.0,9.305792,0.093815,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,566.0,True,True,False,566.0,True,True,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_b_3_stb_390_450_tgf_pl_old,inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl_old.wcnf,True,True,46.0,0.214131,0.039365,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,45.0,False,False,False,45.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_c_1_grd_3018_3_7_tgf_pl_old,inconsistency-measurement-im-hit-C-1-grd_3018_3_7.tgf.pl_old.wcnf,True,True,533.0,6.500806,0.06079,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,532.0,False,False,False,532.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_a_2_grd_1948_5_1_tgf_pl_old,inconsistency-measurement-im-sum-A-2-grd_1948_5_1.tgf.pl_old.wcnf,True,True,390.0,0.717785,0.229899,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,367.0,False,False,False,367.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_b_2_stb_330_291_tgf_pl_old,inconsistency-measurement-im-sum-B-2-stb_330_291.tgf.pl_old.wcnf,True,True,42.0,16.419251,0.08296,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,38.0,False,False,False,38.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_b_3_stb_327_100_tgf_pl_old,inconsistency-measurement-im-sum-B-3-stb_327_100.tgf.pl_old.wcnf,True,True,43.0,25.411207,0.010733,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,40.0,False,False,False,40.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_b_3_stb_339_393_tgf_pl_old,inconsistency-measurement-im-sum-B-3-stb_339_393.tgf.pl_old.wcnf,True,True,64.0,21.77745,0.012305,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,59.0,False,False,False,59.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_b_3_stb_696_368_tgf_pl_old,inconsistency-measurement-im-sum-B-3-stb_696_368.tgf.pl_old.wcnf,True,True,99.0,1.173501,0.011652,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,83.0,False,False,False,83.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_c_1_grd_1222_5_4_tgf_pl_old,inconsistency-measurement-im-sum-C-1-grd_1222_5_4.tgf.pl_old.wcnf,True,True,231.0,0.457086,0.063903,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,225.0,False,False,False,225.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000071_old,judgment-aggregation-ja-maxham-preflib-00049-00000071_old.wcnf,True,True,45.0,12.460583,0.045849,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,45.0,True,False,True,45.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000157_old,judgment-aggregation-ja-maxham-preflib-00049-00000157_old.wcnf,True,True,51.0,27.634412,0.038587,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,51.0,True,True,False,51.0,True,True,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000253_old,judgment-aggregation-ja-maxham-preflib-00049-00000253_old.wcnf,True,True,46.0,13.203523,0.027592,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,46.0,True,False,True,46.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000260_old,judgment-aggregation-ja-maxham-preflib-00049-00000260_old.wcnf,True,True,50.0,5.777677,0.04831,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,50.0,True,False,True,50.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000293_old,judgment-aggregation-ja-maxham-preflib-00049-00000293_old.wcnf,True,True,43.0,43.216456,0.036978,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,43.0,True,False,True,43.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000295_old,judgment-aggregation-ja-maxham-preflib-00049-00000295_old.wcnf,True,True,54.0,4.095091,0.034663,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,54.0,True,False,True,54.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000316_old,judgment-aggregation-ja-maxham-preflib-00049-00000316_old.wcnf,True,True,52.0,4.625456,0.026292,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,51.0,False,False,False,51.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000333_old,judgment-aggregation-ja-maxham-preflib-00049-00000333_old.wcnf,True,True,52.0,4.581112,0.032876,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,51.0,False,False,False,51.0,False,False,False
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000338_old,judgment-aggregation-ja-maxham-preflib-00049-00000338_old.wcnf,True,True,53.0,51.34707,0.032359,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,53.0,True,False,True,53.0,True,False,True
23-pms-60s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000385_old,judgment-aggregation-ja-maxham-preflib-00049-00000385_old.wcnf,True,True,37.0,0.109846,0.017422,True,True,all_60s\Band\Band_23_pms_60s.xlsx,uniform-wrapper,False,False,True,37.0,True,False,True,37.0,True,False,True
