Dataset,Model,ModelDirectory,InstanceKey,InstanceOriginal,FeasibleReported,FeasibleStrict300,BestCost,BestTimeSeconds,FirstFeasibleTimeSeconds,QualityReported,QualityStrict300,SourceFile,SourceFormat,DevelopmentExcluded,ParameterDevelopmentTrack,PrimaryHeldOut,InstanceBestCostReported,WinReported,UniqueWinReported,SharedWinReported,InstanceBestCostStrict300,WinStrict300,UniqueWinStrict300,SharedWinStrict300
23-pms-300s,SPB-MaxSAT-c-Band,Band,aes_mul_8_11_old,aes-mul_8_11_old.wcnf,True,True,64.0,1.153606,0.154405,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,64.0,True,False,True,64.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,aes_mul_8_13_old,aes-mul_8_13_old.wcnf,True,True,60.0,1.846561,0.154118,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,60.0,True,False,True,60.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,aes_mul_8_14_old,aes-mul_8_14_old.wcnf,True,True,56.0,5.068065,0.144521,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,56.0,True,False,True,56.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,aes_mul_8_3_old,aes-mul_8_3_old.wcnf,True,True,36.0,0.273835,0.074108,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,36.0,True,False,True,36.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,aes_mul_8_9_old,aes-mul_8_9_old.wcnf,True,True,42.0,0.557748,0.107273,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,42.0,True,False,True,42.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,aes_sbox_8_old,aes-sbox_8_old.wcnf,True,True,300.0,99.070784,1.646185,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,288.0,False,False,False,288.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,atcoss_atcoss_mesat_02_old,atcoss-atcoss_mesat_02_old.wcnf,True,True,50.0,114.367584,1.135158,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,50.0,True,False,True,50.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,atcoss_atcoss_mesat_15_old,atcoss-atcoss_mesat_15_old.wcnf,False,False,,,,False,False,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,300.0,False,False,False,300.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,atcoss_atcoss_sugar_05_old,atcoss-atcoss_sugar_05_old.wcnf,True,True,10.0,148.240715,2.407756,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,10.0,True,True,False,10.0,True,True,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,atcoss_atcoss_sugar_15_old,atcoss-atcoss_sugar_15_old.wcnf,True,True,28.0,246.602795,139.4565,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,28.0,True,False,True,28.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,bcp_su3_simp_genos_haps_9_old,bcp-SU3__simp-genos.haps.9_old.wcnf,True,True,106.0,0.730305,0.031245,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,106.0,True,False,True,106.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_anneal_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,decision-tree-anneal-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree_old.wcnf,True,True,88.0,55.618363,2.125877,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,71.0,False,False,False,71.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_australian_credit_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,decision-tree-australian-credit-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree_old.wcnf,True,True,57.0,102.863247,3.834825,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,54.0,False,False,False,54.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_breast_cancer_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,decision-tree-breast-cancer-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree_old.wcnf,True,True,8.0,199.632108,2.309005,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,6.0,False,False,False,6.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_breast_cancer_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_tree_old,decision-tree-breast-cancer-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree_old.wcnf,True,True,19.0,216.667526,0.111876,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,19.0,True,False,True,19.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_car_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_tree_old,decision-tree-car-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree_old.wcnf,True,True,112.0,12.725647,0.166757,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,112.0,True,False,True,112.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_car_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,decision-tree-car-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree_old.wcnf,True,True,77.0,156.558768,0.685871,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,77.0,True,False,True,77.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_heart_cleveland_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_tree_old,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree_old.wcnf,True,True,42.0,16.914102,0.154176,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,31.0,False,False,False,31.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_heart_cleveland_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree_old.wcnf,True,True,28.0,72.648748,0.750607,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,28.0,True,False,True,28.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_hypothyroid_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,decision-tree-hypothyroid-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree_old.wcnf,True,True,41.0,159.257522,1.882251,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,41.0,True,False,True,41.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_kr_vs_kp_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_tree_old,decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree_old.wcnf,True,True,423.0,254.494849,0.379191,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,423.0,True,True,False,423.0,True,True,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_kr_vs_kp_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree_old.wcnf,True,True,1035.0,274.309219,1.18516,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,146.0,False,False,False,146.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_lymph_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_tree_old,decision-tree-lymph-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree_old.wcnf,True,True,12.0,18.858099,0.152607,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,7.0,False,False,False,7.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_mushroom_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_tree_old,decision-tree-mushroom-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree_old.wcnf,True,True,7.0,118.036797,0.765201,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,7.0,True,False,True,7.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,decision_tree_tic_tac_toe_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree_old.wcnf,True,True,119.0,84.16212,1.324572,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,75.0,False,False,False,75.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,extension_enforcement_extension_enforcement_non_strict_stb_200_0_05_1_10_1_old,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1_old.wcnf,True,True,11.0,69.010659,0.267924,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,10.0,False,False,False,10.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,fault_diagnosis_s38584_nan_explicit_10_0_old,fault-diagnosis-s38584_nan_explicit_10_0_old.wcnf,True,True,211.0,159.709129,0.663334,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,211.0,True,True,False,211.0,True,True,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,fault_diagnosis_s38584_nan_explicit_9_0_old,fault-diagnosis-s38584_nan_explicit_9_0_old.wcnf,True,True,210.0,204.721577,0.383145,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,209.0,False,False,False,209.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_2bitcomp_5_old,gen-hyper-tw-GenHyperTW_2bitcomp_5_old.wcnf,True,True,16.0,35.850051,26.480754,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,14.0,False,False,False,14.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_aim_50_1_6_no_3_old,gen-hyper-tw-GenHyperTW_aim-50-1_6-no-3_old.wcnf,True,True,11.0,5.691849,0.976931,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,10.0,False,False,False,10.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_aim_50_1_6_yes1_3_old,gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3_old.wcnf,True,True,12.0,3.657912,0.947236,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,11.0,False,False,False,11.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_b01_old,gen-hyper-tw-GenHyperTW_b01_old.wcnf,True,True,5.0,8.100458,0.67198,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,5.0,True,False,True,5.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_dubois28_old,gen-hyper-tw-GenHyperTW_dubois28_old.wcnf,True,True,5.0,8.471304,6.034493,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,4.0,False,False,False,4.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_dubois29_old,gen-hyper-tw-GenHyperTW_dubois29_old.wcnf,True,True,5.0,61.816827,5.673686,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,5.0,True,False,True,5.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_flat30_99_old,gen-hyper-tw-GenHyperTW_flat30-99_old.wcnf,True,True,24.0,28.484128,20.471737,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,22.0,False,False,False,22.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_grid4d_3_old,gen-hyper-tw-GenHyperTW_grid4d_3_old.wcnf,True,True,7.0,0.717712,0.266964,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,7.0,True,False,True,7.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_par8_1_c_old,gen-hyper-tw-GenHyperTW_par8-1-c_old.wcnf,True,True,14.0,234.547507,5.706887,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,11.0,False,False,False,11.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_pret60_25_old,gen-hyper-tw-GenHyperTW_pret60_25_old.wcnf,True,True,6.0,76.520865,1.224439,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,5.0,False,False,False,5.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_s208_old,gen-hyper-tw-GenHyperTW_s208_old.wcnf,True,True,7.0,283.003028,18.35568,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,7.0,True,False,True,7.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,gen_hyper_tw_genhypertw_uf20_01_old,gen-hyper-tw-GenHyperTW_uf20-01_old.wcnf,True,True,6.0,0.171059,0.092557,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,6.0,True,False,True,6.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_contension_a_2_grd_3908_2_1_tgf_pl_old,inconsistency-measurement-im-contension-A-2-grd_3908_2_1.tgf.pl_old.wcnf,True,True,656.0,277.994607,0.191195,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,643.0,False,False,False,643.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_contension_b_3_stb_696_368_tgf_pl_old,inconsistency-measurement-im-contension-B-3-stb_696_368.tgf.pl_old.wcnf,True,True,66.0,165.595192,0.109697,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,65.0,False,False,False,65.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_contension_c_1_grd_3018_3_7_tgf_pl_old,inconsistency-measurement-im-contension-C-1-grd_3018_3_7.tgf.pl_old.wcnf,True,True,514.0,256.984716,0.661656,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,508.0,False,False,False,508.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_a_2_grd_3908_2_1_tgf_pl_old,inconsistency-measurement-im-forgetting-A-2-grd_3908_2_1.tgf.pl_old.wcnf,True,True,763.0,1.396393,1.051884,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,752.0,False,False,False,752.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_a_2_ws_300_16_70_30_tgf_pl_old,inconsistency-measurement-im-forgetting-A-2-WS_300_16_70_30.tgf.pl_old.wcnf,True,True,37.0,4.859081,0.083481,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,37.0,True,False,True,37.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_a_2_ws_300_16_90_30_tgf_pl_old,inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl_old.wcnf,True,True,36.0,11.841629,0.34403,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,36.0,True,False,True,36.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_b_2_stb_625_161_tgf_pl_old,inconsistency-measurement-im-forgetting-B-2-stb_625_161.tgf.pl_old.wcnf,True,True,81.0,42.973906,0.083346,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,79.0,False,False,False,79.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_b_3_stb_428_430_tgf_pl_old,inconsistency-measurement-im-forgetting-B-3-stb_428_430.tgf.pl_old.wcnf,True,True,53.0,185.513329,0.182757,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,51.0,False,False,False,51.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_b_3_stb_457_193_tgf_pl_old,inconsistency-measurement-im-forgetting-B-3-stb_457_193.tgf.pl_old.wcnf,True,True,56.0,35.595697,0.039893,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,56.0,True,False,True,56.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_b_3_ws_300_16_90_30_tgf_pl_old,inconsistency-measurement-im-forgetting-B-3-WS_300_16_90_30.tgf.pl_old.wcnf,True,True,42.0,7.591771,0.035192,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,42.0,True,True,False,42.0,True,True,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_c_1_grd_5178_1_1_tgf_pl_old,inconsistency-measurement-im-forgetting-C-1-grd_5178_1_1.tgf.pl_old.wcnf,True,True,1084.0,2.071166,1.797266,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,1075.0,False,False,False,1075.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_t_2_grd_4383_1_10_tgf_pl_old,inconsistency-measurement-im-forgetting-T-2-grd_4383_1_10.tgf.pl_old.wcnf,True,True,826.0,0.447388,0.251242,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,808.0,False,False,False,808.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_forgetting_t_2_stb_339_81_tgf_pl_old,inconsistency-measurement-im-forgetting-T-2-stb_339_81.tgf.pl_old.wcnf,True,True,48.0,109.12317,0.090801,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,48.0,True,False,True,48.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_a_1_grd_1790_4_8_tgf_pl_old,inconsistency-measurement-im-hit-A-1-grd_1790_4_8.tgf.pl_old.wcnf,True,True,309.0,4.669994,0.055552,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,309.0,True,True,False,309.0,True,True,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_a_1_grd_2065_1_8_tgf_pl_old,inconsistency-measurement-im-hit-A-1-grd_2065_1_8.tgf.pl_old.wcnf,True,True,302.0,4.518626,0.032977,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,301.0,False,False,False,301.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_a_2_grd_1948_5_1_tgf_pl_old,inconsistency-measurement-im-hit-A-2-grd_1948_5_1.tgf.pl_old.wcnf,True,True,344.0,2.465926,0.058327,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,344.0,True,False,True,344.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_b_1_grd_3018_3_7_tgf_pl_old,inconsistency-measurement-im-hit-B-1-grd_3018_3_7.tgf.pl_old.wcnf,True,True,566.0,9.007366,0.069683,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,566.0,True,True,False,566.0,True,True,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_b_3_stb_390_450_tgf_pl_old,inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl_old.wcnf,True,True,46.0,0.193094,0.022684,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,45.0,False,False,False,45.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_hit_c_1_grd_3018_3_7_tgf_pl_old,inconsistency-measurement-im-hit-C-1-grd_3018_3_7.tgf.pl_old.wcnf,True,True,533.0,6.467939,0.133073,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,532.0,False,False,False,532.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_a_2_grd_1948_5_1_tgf_pl_old,inconsistency-measurement-im-sum-A-2-grd_1948_5_1.tgf.pl_old.wcnf,True,True,390.0,0.724246,0.268534,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,366.0,False,False,False,366.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_b_2_stb_330_291_tgf_pl_old,inconsistency-measurement-im-sum-B-2-stb_330_291.tgf.pl_old.wcnf,True,True,39.0,285.683333,0.976379,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,37.0,False,False,False,37.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_b_3_stb_327_100_tgf_pl_old,inconsistency-measurement-im-sum-B-3-stb_327_100.tgf.pl_old.wcnf,True,True,43.0,26.391391,0.096485,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,39.0,False,False,False,39.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_b_3_stb_339_393_tgf_pl_old,inconsistency-measurement-im-sum-B-3-stb_339_393.tgf.pl_old.wcnf,True,True,58.0,241.855576,0.047381,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,58.0,True,True,False,58.0,True,True,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_b_3_stb_696_368_tgf_pl_old,inconsistency-measurement-im-sum-B-3-stb_696_368.tgf.pl_old.wcnf,True,True,83.0,248.056235,0.142607,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,83.0,True,False,True,83.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,inconsistency_measurement_im_sum_c_1_grd_1222_5_4_tgf_pl_old,inconsistency-measurement-im-sum-C-1-grd_1222_5_4.tgf.pl_old.wcnf,True,True,231.0,0.902958,0.455489,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,222.0,False,False,False,222.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000071_old,judgment-aggregation-ja-maxham-preflib-00049-00000071_old.wcnf,True,True,45.0,13.959765,1.255424,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,45.0,True,False,True,45.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000157_old,judgment-aggregation-ja-maxham-preflib-00049-00000157_old.wcnf,True,True,51.0,28.217443,0.243158,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,51.0,True,False,True,51.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000253_old,judgment-aggregation-ja-maxham-preflib-00049-00000253_old.wcnf,True,True,46.0,13.30254,0.096647,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,46.0,True,False,True,46.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000260_old,judgment-aggregation-ja-maxham-preflib-00049-00000260_old.wcnf,True,True,50.0,6.013837,0.195457,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,50.0,True,False,True,50.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000293_old,judgment-aggregation-ja-maxham-preflib-00049-00000293_old.wcnf,True,True,43.0,43.66232,0.363158,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,43.0,True,False,True,43.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000295_old,judgment-aggregation-ja-maxham-preflib-00049-00000295_old.wcnf,True,True,53.0,157.860332,0.366799,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,53.0,True,False,True,53.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000316_old,judgment-aggregation-ja-maxham-preflib-00049-00000316_old.wcnf,True,True,51.0,105.015098,0.06818,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,51.0,True,False,True,51.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000333_old,judgment-aggregation-ja-maxham-preflib-00049-00000333_old.wcnf,True,True,52.0,4.760193,0.094753,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,51.0,False,False,False,51.0,False,False,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000338_old,judgment-aggregation-ja-maxham-preflib-00049-00000338_old.wcnf,True,True,53.0,51.891801,0.132178,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,53.0,True,False,True,53.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000385_old,judgment-aggregation-ja-maxham-preflib-00049-00000385_old.wcnf,True,True,37.0,0.15017,0.059008,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,37.0,True,False,True,37.0,True,False,True
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000390_old,judgment-aggregation-ja-maxham-preflib-00049-00000390_old.wcnf,True,True,52.0,114.543039,0.032174,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,52.0,True,True,False,52.0,True,True,False
23-pms-300s,SPB-MaxSAT-c-Band,Band,judgment_aggregation_ja_maxham_preflib_00049_00000444_old,judgment-aggregation-ja-maxham-preflib-00049-00000444_old.wcnf,True,True,53.0,113.399649,0.024103,True,True,all_300s/Band/Band_23_pms_300s.xlsx,uniform-wrapper,False,False,True,53.0,True,False,True,53.0,True,False,True
