Index,Set,Instance,Model,Kernel,ControllerEnabled,Seed,CutoffSeconds,CCEHCProbability,CCEHCSmoothProbability,SolverSHA256,VerifierSHA256,ExternalSeconds,InternalSeconds,FirstFeasibleTimeSeconds,PaperTableTimeSeconds,SolverExitCode,VerifierExitCode,EarlyExit,HasVerifiedSolution,BestCost,SelectedCandidate,Log
52,23_old_wpms_160,generalized-ising_wt-IS17_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.016664,60.013454,0.200292,0.258478,0,0,FALSE,TRUE,115983156861513,host-final-output,052.log
53,23_old_wpms_160,generalized-ising_wt-IS20_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.012069,60.008819,0.035849,0.059488,0,0,FALSE,TRUE,122279003021644,host-final-output,053.log
54,23_old_wpms_160,generalized-ising_wt-IS22_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.009876,60.006407,0.04239,0.058281,0,0,FALSE,TRUE,122070247469702,host-final-output,054.log
55,23_old_wpms_160,generalized-ising_wt-IS23_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.013129,60.009947,0.063097,0.081095,0,0,FALSE,TRUE,120723593306181,host-final-output,055.log
56,23_old_wpms_160,generalized-ising_wt-IS3_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.010594,60.007243,0.038254,0.0521,0,0,FALSE,TRUE,118077403329831,host-final-output,056.log
57,23_old_wpms_160,generalized-ising_wt-IS4_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.013578,60.010306,0.058016,0.071818,0,0,FALSE,TRUE,117451756332931,host-final-output,057.log
58,23_old_wpms_160,generalized-ising_wt-IS5_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.01011,60.006911,0.035909,0.052737,0,0,FALSE,TRUE,116120342861494,host-final-output,058.log
59,23_old_wpms_160,generalized-ising_wt-IS6_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.015673,60.012233,0.076816,0.089512,0,0,FALSE,TRUE,115047826811549,host-final-output,059.log
60,23_old_wpms_160,generalized-ising_wt-IS7_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.014111,60.010806,0.03932,0.09366,0,0,FALSE,TRUE,113839817872225,host-final-output,060.log
61,23_old_wpms_160,generalized-ising_wt-IS9_5.0.5.0.0.5_softer_periodic_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.012645,60.009342,0.035793,0.048163,0,0,FALSE,TRUE,111201093946713,host-final-output,061.log
62,23_old_wpms_160,hs-timetabling_wt-BrazilInstance1.xml_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.016753,60.013354,,,0,1,FALSE,FALSE,,host-final-output,062.log
63,23_old_wpms_160,hs-timetabling_wt-BrazilInstance2.xml_old.wcnf,Host-CCEHC,CCEHC,FALSE,1,60,0.279,0.085,494836625d39dfcba8fafff9a424da86037c1d53a82eeff131cc596f632e27e1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.010755,60.007516,,,0,1,FALSE,FALSE,,host-final-output,063.log
