Index,Set,Instance,Model,Kernel,ControllerEnabled,Seed,CutoffSeconds,CCEHCProbability,CCEHCSmoothProbability,SolverSHA256,VerifierSHA256,ExternalSeconds,InternalSeconds,FirstFeasibleTimeSeconds,PaperTableTimeSeconds,SolverExitCode,VerifierExitCode,EarlyExit,HasVerifiedSolution,BestCost,SelectedCandidate,Log
119,23_old_wpms_160,setcover_wt-rail4872_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,65.317871,65.310697,6.050393,6.050393,0,0,FALSE,TRUE,1873139,retained hard-SAT fallback,119.log
120,23_old_wpms_160,setcover_wt-rail507_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,60.437612,60.43177,3.870846,30.725466,0,0,FALSE,TRUE,209,seeded CCEHC refinement,120.log
121,23_old_wpms_160,shiftdesign_wt-limits-10-10_data-1_inst-084_30m.sm-extracted_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,66.620068,66.565466,,,2,1,FALSE,FALSE,,host-final-output,121.log
122,23_old_wpms_160,shiftdesign_wt-limits-10-10_data-1_inst-137_30m.sm-extracted_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,65.110962,65.0761,48.1418,48.1418,0,0,FALSE,TRUE,17244442,retained hard-SAT fallback,122.log
123,23_old_wpms_160,shiftdesign_wt-limits-10-10_data-1_inst-182_30m.sm-extracted_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,66.363649,66.312475,,,2,1,FALSE,FALSE,,host-final-output,123.log
124,23_old_wpms_160,shiftdesign_wt-limits-10-10_data-2_inst-003_30m.sm-extracted_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,67.527216,67.454724,,,2,1,FALSE,FALSE,,host-final-output,124.log
125,23_old_wpms_160,shiftdesign_wt-limits-10-10_data-2_inst-025_30m.sm-extracted_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,61.818788,61.74085,,,2,1,FALSE,FALSE,,host-final-output,125.log
126,23_old_wpms_160,shiftdesign_wt-limits-10-10_data-2_inst-030_30m.sm-extracted_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,61.826872,61.745901,,,2,1,FALSE,FALSE,,host-final-output,126.log
127,23_old_wpms_160,shiftdesign_wt-limits-10-10_data-3_inst-002_30m.sm-extracted_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,66.185394,66.130653,,,2,1,FALSE,FALSE,,host-final-output,127.log
128,23_old_wpms_160,shiftdesign_wt-limits-10-10_data-3_inst-003_30m.sm-extracted_old.wcnf,SCOPE-CCEHC,CCEHC,TRUE,1,60,0.279,0.085,095b2a00e24aad16a995862db3b82b8f55bdf3d108a766257941af4a67747dc1,ea8d71b9e86f670782fff8e23ca702e680294db2a71b4727bfb505b3a01abf2c,65.14368,65.094717,55.825391,55.825391,0,0,FALSE,TRUE,28190618,retained hard-SAT fallback,128.log
