Dataset,InstanceKey,DualCoreFeasible,SingleCoreFeasible,DualCoreBestCost,SingleCoreBestCost,DualCorePaperTableTimeSeconds,SingleCoreBestTimeSeconds
24-wpms-60s,parametricrbacmaintenance_mse20_wt_role_smallcomp_multiple_0_5_2_old,True,True,224561.0,224561.0,6.562696,6.562696
24-wpms-60s,parametricrbacmaintenance_mse20_wt_role_smallcomp_multiple_0_8_0_old,True,True,313480.0,313480.0,46.315346,46.315346
24-wpms-60s,parametricrbacmaintenance_mse20_wt_role_smallcomp_multiple_0_8_2_old,True,True,297467.0,297467.0,34.026645,34.026645
24-wpms-60s,parametricrbacmaintenance_mse20_wt_role_smallcomp_multiple_0_8_6_old,True,True,267463.0,267463.0,54.453146,54.453146
24-wpms-60s,planning_bnn_inventory_4_7_old,True,True,15.0,15.0,10.811132,10.811132
24-wpms-60s,planning_bnn_inventory_4_8_old,True,True,22.0,22.0,8.958723,8.958723
24-wpms-60s,preference_planning_wt_wcnf_pathways_p16_old,True,True,257.0,257.0,0.071503,0.071503
24-wpms-60s,protein_ins_wt_1bpi_2knt_g_wcnf_t_old,True,True,2407.0,2407.0,5.99927,5.99927
24-wpms-60s,protein_ins_wt_1knt_1bpi_g_wcnf_t_old,True,True,2464.0,2464.0,10.967306,10.967306
24-wpms-60s,protein_ins_wt_1knt_5pti_g_wcnf_t_old,True,True,2208.0,2208.0,4.911836,4.911836
24-wpms-60s,protein_ins_wt_2knt_5pti_g_wcnf_t_old,True,True,2156.0,2156.0,0.787211,0.787211
24-wpms-60s,protein_ins_wt_3ebx_1era_g_wcnf_t_old,True,True,2517.0,2517.0,6.468724,6.468724
24-wpms-60s,protein_ins_wt_6ebx_1era_g_wcnf_t_old,True,True,1646.0,1646.0,1.66267,1.66267
24-wpms-60s,protein_ins_wt_p1_wcnf_t_old,True,True,2407.0,2407.0,6.387005,6.387005
24-wpms-60s,protein_ins_wt_sandiaprotein_g_wcnf_t_old,True,True,2248.0,2248.0,4.704774,4.704774
24-wpms-60s,pseudoboolean_wt_normalized_mps_v2_20_10_mod010_opb_msat_old,False,False,,,,
24-wpms-60s,quantum_circuit_grover_noancilla_4_52_ibmq_casablanca_7_old,True,True,345.0,345.0,0.288791,0.288791
24-wpms-60s,quantum_circuit_qgan_6_15_ibmq_casablanca_7_old,True,True,87.0,87.0,0.099528,0.099528
24-wpms-60s,railway_transport_wt_bf2030fvcons_old,True,True,3697.0,3697.0,2.010842,2.010842
24-wpms-60s,railway_transport_wt_bf2030fvslack_old,True,True,264711.0,264711.0,42.85295,42.85295
24-wpms-60s,railway_transport_wt_f2030_old,True,True,4863.0,4863.0,18.207547,18.207547
24-wpms-60s,railway_transport_wt_r11_old,True,True,54951510.0,54951510.0,35.404244,35.404244
24-wpms-60s,railway_transport_wt_wg2_old,True,True,168.0,168.0,15.577352,15.577352
24-wpms-60s,ramsey_wt_ram_k3_n11_ra1_old,True,True,318.0,318.0,0.242778,0.242778
24-wpms-60s,ramsey_wt_ram_k3_n12_ra1_old,True,True,524.0,524.0,0.040558,0.040558
24-wpms-60s,ramsey_wt_ram_k3_n17_ra1_old,True,True,10372.0,10372.0,1.161098,1.161098
24-wpms-60s,ramsey_wt_ram_k3_n18_ra1_old,True,True,15621.0,15621.0,0.577293,0.577293
24-wpms-60s,relational_inference_wt_ar_2_old,True,True,394787.0,394787.0,37.415143,37.415143
24-wpms-60s,relational_inference_wt_pa_1_old,True,True,8282.0,8282.0,4.394314,4.394314
24-wpms-60s,relational_inference_wt_pa_2_old,True,True,3093.0,3093.0,27.562151,27.562151
24-wpms-60s,relational_inference_wt_pa_3_old,True,True,446468655.0,446468655.0,6.461303,6.461303
24-wpms-60s,setcover_wt_rail2536_old,True,True,2147034.0,2147034.0,0.701715,0.701715
24-wpms-60s,setcover_wt_rail4284_old,True,True,2119198.0,2119198.0,0.71717,0.71717
24-wpms-60s,setcover_wt_rail4872_old,True,True,1873139.0,1873139.0,0.571922,0.571922
24-wpms-60s,setcover_wt_rail507_old,True,True,220.0,220.0,28.265549,28.265549
24-wpms-60s,setcover_wt_rail516_old,True,True,187.0,187.0,49.763844,49.763844
24-wpms-60s,setcover_wt_rail582_old,True,True,225.0,225.0,42.443846,42.443846
24-wpms-60s,spot5_wt_1405_wcsp_dir_old,True,True,459419.0,459419.0,37.229045,37.229045
24-wpms-60s,spot5_wt_1405_wcsp_log_old,True,True,459424.0,459424.0,1.381414,1.381414
24-wpms-60s,spot5_wt_1407_wcsp_log_old,True,True,459579.0,459579.0,13.710352,13.710352
24-wpms-60s,switchingactivitymaximization_switchingactivitymaximization_openrisc1200_100_old,True,True,392.0,392.0,0.775063,0.775063
24-wpms-60s,switchingactivitymaximization_switchingactivitymaximization_openrisc1200_150_old,True,True,528.0,528.0,0.780774,0.780774
24-wpms-60s,switchingactivitymaximization_switchingactivitymaximization_openrisc1200_200_old,True,True,602.0,602.0,0.77598,0.77598
24-wpms-60s,switchingactivitymaximization_switchingactivitymaximization_openrisc1200_66_old,True,True,228.0,228.0,0.775431,0.775431
24-wpms-60s,switchingactivitymaximization_switchingactivitymaximization_openrisc1200_68_old,True,True,193.0,193.0,0.774899,0.774899
24-wpms-60s,switchingactivitymaximization_switchingactivitymaximization_openrisc1200_70_old,True,True,240.0,240.0,0.779646,0.779646
24-wpms-60s,switchingactivitymaximization_switchingactivitymaximization_openrisc1200_74_old,True,True,277.0,277.0,0.783794,0.783794
24-wpms-60s,switchingactivitymaximization_switchingactivitymaximization_openrisc1200_76_old,True,True,231.0,231.0,0.780207,0.780207
24-wpms-60s,switchingactivitymaximization_switchingactivitymaximization_openrisc1200_80_old,True,True,306.0,306.0,0.777704,0.777704
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity2_feature_4_size_10_ms_0_25_0_erm_old,True,True,617.0,617.0,46.24885,46.24885
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity2_feature_4_size_11_ms_0_25_0_erm_old,True,True,607.0,607.0,38.012144,38.012144
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity2_feature_4_size_6_ms_0_25_0_erm_old,True,True,454.0,454.0,58.420753,58.420753
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity2_feature_4_size_8_ms_0_25_0_erm_old,True,True,559.0,559.0,29.635146,29.635146
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity2_feature_4_size_9_ms_0_25_0_erm_old,True,True,529.0,529.0,1.484809,1.484809
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity3_feature_3_size_10_ms_0_25_0_erm_old,True,True,504.0,504.0,27.191646,27.191646
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity3_feature_3_size_11_ms_0_25_0_erm_old,True,True,609.0,609.0,9.362515,9.362515
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity3_feature_3_size_5_ms_0_25_0_erm_old,True,True,456.0,456.0,57.815649,57.815649
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity3_feature_3_size_8_ms_0_25_0_erm_old,True,True,534.0,534.0,58.357746,58.357746
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity3_feature_4_size_10_ms_0_25_0_erm_old,True,True,822.0,822.0,5.674785,5.674785
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity3_feature_4_size_12_ms_0_25_0_erm_old,True,True,964.0,964.0,0.477188,0.477188
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity3_feature_4_size_5_ms_0_25_0_erm_old,True,True,608.0,608.0,18.206353,18.206353
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity3_feature_4_size_6_ms_0_25_0_erm_old,True,True,647.0,647.0,55.518245,55.518245
24-wpms-60s,synplicate_new_synplicate_complete_tree_arity5_feature_3_size_7_ms_0_25_0_erm_old,True,True,670.0,670.0,35.098646,35.098646
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run1_14_size_5_ms_0_25_0_erm_old,True,True,544.0,544.0,57.635752,57.635752
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run1_14_size_6_ms_0_25_0_erm_old,True,True,633.0,633.0,33.195348,33.195348
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run1_16_size_4_ms_0_25_0_erm_old,True,True,305.0,305.0,43.937549,43.937549
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run1_17_size_5_ms_0_25_0_erm_old,True,True,119.0,119.0,15.903746,15.903746
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run2_0_size_10_ms_26_50_0_erm_old,True,True,1685.0,1685.0,1.005161,1.005161
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run2_10_size_11_ms_26_50_0_erm_old,True,True,1551.0,1551.0,0.761935,0.761935
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run2_11_size_10_ms_26_50_0_erm_old,True,True,1185.0,1185.0,0.871606,0.871606
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run2_12_size_8_ms_26_50_0_erm_old,True,True,982.0,982.0,3.504956,3.504956
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run2_13_size_11_ms_26_50_0_erm_old,True,True,1173.0,1173.0,1.241115,1.241115
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run2_16_size_9_ms_26_50_0_erm_old,True,True,1135.0,1135.0,0.573685,0.573685
24-wpms-60s,synplicate_new_synplicate_synthetic_dag_run2_17_size_10_ms_26_50_0_erm_old,True,True,1505.0,1505.0,1.479095,1.479095
24-wpms-60s,tcp_wt_tcp_students_112_it_13_old,True,True,3066.0,3066.0,7.121075,7.121075
24-wpms-60s,tcp_wt_tcp_students_112_it_5_old,True,True,3366.0,3366.0,40.054047,40.054047
24-wpms-60s,tcp_wt_tcp_students_91_it_13_old,True,True,2769.0,2769.0,53.916644,53.916644
24-wpms-60s,tcp_wt_tcp_students_98_it_11_old,True,True,2769.0,2769.0,29.227843,29.227843
24-wpms-60s,timetabling_wt_comp02_old,True,True,136.0,136.0,7.718303,7.718303
24-wpms-60s,timetabling_wt_comp06_old,True,True,203.0,203.0,34.678746,34.678746
24-wpms-60s,timetabling_wt_comp07_lp_sm_extracted_old,True,True,460.0,460.0,56.294846,56.294846
24-wpms-60s,timetabling_wt_comp07_old,True,True,285.0,285.0,47.972346,47.972346
24-wpms-60s,timetabling_wt_comp09_old,True,True,135.0,135.0,25.254047,25.254047
24-wpms-60s,timetabling_wt_comp10_old,True,True,268.0,268.0,59.811749,59.811749
24-wpms-60s,timetabling_wt_comp21_old,True,True,179.0,179.0,22.249452,22.249452
24-wpms-60s,timetabling_wt_test4_old,True,True,395.0,395.0,36.871745,36.871745
24-pms-60s,causal_discovery_causal_n6_i1_n500_uai13_harddeps_int_old,True,True,58.0,58.0,41.951008,44.79587
24-pms-60s,circuitdebuggingproblems_rsdecoder_debug_dimacs_old,True,True,1.0,1.0,1.363469,48.376376
24-pms-60s,circuitdebuggingproblems_spi_debug_dimacs_old,True,True,1.0,1.0,1.144671,54.811941
24-pms-60s,close_solutions_sat04_industrial_velev_pipe_sat_1_1_12pipe_bug4_q0_used_as_sat04_723_cnf_wcnf_8_old,True,True,86.0,86.0,3.367353,6.21894
24-pms-60s,close_solutions_sat04_industrial_velev_pipe_sat_1_1_12pipe_bug6_q0_used_as_sat04_725_cnf_wcnf_3_old,True,True,181.0,181.0,3.348289,19.576576
24-pms-60s,close_solutions_sat07_industrial_vliw_sat_4_0_9vliw_m_9stages_iq3_c1_bug6_cnf_wcnf_4_old,False,True,,838.0,,49.731417
24-pms-60s,close_solutions_sat11_application_fuhs_aprove11_aprove11_16_cnf_wcnf_1_old,True,True,263.0,263.0,52.162125,58.355436
24-pms-60s,close_solutions_sat_race06_velev_pipe_sat_1_0_b9_cnf_wcnf_8_old,True,False,79.0,,7.653354,
24-pms-60s,decision_tree_australian_credit_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,True,True,73.0,273.0,9.76481,7.436955
24-pms-60s,decision_tree_australian_credit_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,True,True,73.0,73.0,2.830515,4.069137
24-pms-60s,decision_tree_car_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_tree_old,True,True,193.0,193.0,8.407285,8.403088
24-pms-60s,decision_tree_hypothyroid_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,True,True,102.0,2100.0,16.603586,4.85728
24-pms-60s,decision_tree_kr_vs_kp_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,True,True,811.0,1329.0,37.935084,3.456231
24-pms-60s,decision_tree_kr_vs_kp_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_tree_old,True,True,811.0,1329.0,35.152391,0.440795
24-pms-60s,decision_tree_mushroom_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,False,True,,3341.0,,7.446584
24-pms-60s,decision_tree_soybean_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,True,True,65.0,79.0,35.662682,4.941994
24-pms-60s,decision_tree_soybean_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_tree_old,True,True,55.0,55.0,3.552783,3.470315
24-pms-60s,decision_tree_soybean_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_tree_old,True,True,64.0,73.0,32.496992,2.519879
24-pms-60s,decision_tree_soybean_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,True,True,73.0,73.0,4.620021,5.523985
24-pms-60s,decision_tree_splice_1_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_tree_old,False,True,,1195.0,,11.859723
24-pms-60s,decision_tree_splice_1_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_tree_old,True,True,469.0,1195.0,58.628787,1.422502
24-pms-60s,decision_tree_vote_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_tree_old,True,True,11.0,11.0,0.086105,0.475672
24-pms-60s,decision_tree_vote_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_tree_old,True,True,11.0,11.0,0.738921,1.22601
24-pms-60s,des_cnf_16_p_6_old,True,True,25.0,25.0,7.745217,4.452084
24-pms-60s,des_cnf_17_p_10_old,True,True,27.0,27.0,3.335482,0.621902
24-pms-60s,des_cnf_19_p_10_old,True,True,32.0,32.0,9.018598,5.119529
24-pms-60s,fault_diagnosis_s38584_nan_explicit_15_0_old,True,True,280.0,280.0,3.445065,3.954716
24-pms-60s,fault_diagnosis_s38584_nan_explicit_16_0_old,True,True,281.0,281.0,2.563672,2.929323
24-pms-60s,fault_diagnosis_s38584_nan_explicit_18_0_old,True,True,218.0,298.0,34.464981,7.629557
24-pms-60s,fault_diagnosis_s38584_nan_explicit_27_0_old,True,True,280.0,280.0,12.457591,12.447306
24-pms-60s,fault_diagnosis_s38584_nan_explicit_33_0_old,True,True,266.0,297.0,29.862585,1.737349
24-pms-60s,frb_frb40_19_2_partial_old,True,True,720.0,720.0,12.630593,25.970482
24-pms-60s,frb_frb40_19_4_partial_old,True,True,721.0,721.0,3.048104,2.779374
24-pms-60s,gen_hyper_tw_genhypertw_2bitcomp_5_old,True,True,16.0,34.0,37.445078,10.489457
24-pms-60s,gen_hyper_tw_genhypertw_aim_50_1_6_yes1_3_old,True,True,11.0,80.0,24.745891,0.260091
24-pms-60s,gen_hyper_tw_genhypertw_atv_partial_system_old,True,True,8.0,25.0,42.504585,7.410174
24-pms-60s,gen_hyper_tw_genhypertw_b01_old,True,True,6.0,45.0,8.495018,0.111566
24-pms-60s,gen_hyper_tw_genhypertw_b06_old,True,True,5.0,5.0,5.791463,5.772306
24-pms-60s,gen_hyper_tw_genhypertw_dubois29_old,True,True,5.0,34.0,37.66868,6.244504
24-pms-60s,gen_hyper_tw_genhypertw_flat30_1_old,True,True,22.0,46.0,30.76779,7.746635
24-pms-60s,gen_hyper_tw_genhypertw_flat30_99_old,True,True,22.0,48.0,43.111481,8.140111
24-pms-60s,gen_hyper_tw_genhypertw_grid3d_5_old,True,True,12.0,62.0,1.259517,0.2234
24-pms-60s,gen_hyper_tw_genhypertw_grid4d_3_old,True,True,7.0,8.0,27.622489,0.219893
24-pms-60s,gen_hyper_tw_genhypertw_hole8_old,True,True,9.0,38.0,29.056189,4.609507
24-pms-60s,gen_hyper_tw_genhypertw_par8_2_c_old,True,True,8.0,8.0,1.502923,4.634321
24-pms-60s,gen_hyper_tw_genhypertw_uf20_099_old,True,True,6.0,6.0,0.056045,0.125089
24-pms-60s,haplotypeassembly_splitedreads_0_matrix_old,True,True,1535.0,1707.0,23.254293,26.557456
24-pms-60s,hs_timetabling_greecewesterngreeceuniversityinstance4_xml_old,True,True,156.0,156.0,41.623183,42.482762
24-pms-60s,inconsistency_measurement_im_contension_a_2_grd_1697_5_7_tgf_pl_old,True,True,286.0,284.0,42.648883,57.351426
24-pms-60s,inconsistency_measurement_im_contension_a_2_grd_1948_5_1_tgf_pl_old,True,True,344.0,344.0,13.601191,12.987187
24-pms-60s,inconsistency_measurement_im_contension_a_2_grd_3018_3_7_tgf_pl_old,True,True,557.0,557.0,46.283285,45.576614
24-pms-60s,inconsistency_measurement_im_contension_a_2_grd_5178_1_1_tgf_pl_old,True,True,886.0,886.0,9.363583,9.426885
24-pms-60s,inconsistency_measurement_im_contension_c_1_grd_3018_3_7_tgf_pl_old,True,True,527.0,527.0,28.177284,28.024029
24-pms-60s,inconsistency_measurement_im_forgetting_a_2_ws_300_16_90_30_tgf_pl_old,True,True,47.0,47.0,6.503618,5.75485
24-pms-60s,inconsistency_measurement_im_forgetting_b_3_stb_339_393_tgf_pl_old,True,True,68.0,68.0,45.014991,40.186194
24-pms-60s,inconsistency_measurement_im_forgetting_b_3_stb_696_412_tgf_pl_old,True,True,94.0,94.0,18.145187,16.534705
24-pms-60s,inconsistency_measurement_im_forgetting_t_2_stb_265_466_tgf_pl_old,True,True,45.0,45.0,38.578281,34.092188
24-pms-60s,inconsistency_measurement_im_hit_a_2_ws_300_16_90_30_tgf_pl_old,True,True,34.0,34.0,1.443244,1.547548
24-pms-60s,inconsistency_measurement_im_hit_c_2_stb_304_352_tgf_pl_old,True,True,42.0,43.0,27.303387,2.076115
24-pms-60s,inconsistency_measurement_im_sum_a_2_stb_547_485_tgf_pl_old,True,True,81.0,81.0,36.028778,32.0185
24-pms-60s,inconsistency_measurement_im_sum_b_3_stb_390_450_tgf_pl_old,True,True,60.0,60.0,38.218289,33.750197
24-pms-60s,inconsistency_measurement_im_sum_b_3_stb_428_430_tgf_pl_old,True,True,67.0,67.0,3.611168,4.081402
24-pms-60s,inconsistency_measurement_im_sum_t_1_grd_2130_2_7_tgf_pl_old,True,True,444.0,444.0,5.886073,5.764277
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000003_old,True,True,42.0,45.0,43.694583,54.968022
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000092_old,True,True,48.0,51.0,37.551483,24.181025
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000106_old,True,True,45.0,47.0,3.073036,49.213532
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000272_old,True,True,60.0,66.0,57.136283,16.020712
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000291_old,True,True,57.0,62.0,0.126978,12.296397
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000304_old,True,True,59.0,63.0,0.120254,8.706455
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000338_old,True,True,53.0,60.0,0.464399,9.489934
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000511_old,True,True,49.0,66.0,1.111546,44.996734
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000512_old,True,True,58.0,61.0,24.528382,24.746319
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000516_old,True,True,57.0,62.0,6.258416,58.027805
24-pms-60s,judgment_aggregation_ja_maxham_preflib_00049_00000562_old,True,True,44.0,48.0,13.944386,21.129767
24-pms-60s,judgment_aggregation_ja_slater_preflib_00043_00000180_old,True,True,306.0,307.0,24.443191,14.384649
24-pms-60s,judgment_aggregation_ja_slater_preflib_00043_00000196_old,True,True,321.0,323.0,47.04189,6.986371
24-pms-60s,judgment_aggregation_ja_slater_preflib_00049_00000107_old,True,True,300.0,301.0,2.453544,30.488594
24-pms-60s,judgment_aggregation_ja_slater_preflib_00049_00000451_old,True,True,505.0,522.0,47.598964,41.245472
24-pms-60s,logic_synthesis_normalized_test4_pi_opb_msat_old,True,True,97.0,113.0,39.591072,1.251968
24-pms-60s,maxsatqueriesininterpretableclassifiers_compas_train_5_dnf_5_1_old,True,True,2159.0,2212.0,4.803573,1.212898
24-pms-60s,maxsatqueriesininterpretableclassifiers_credit_train_3_dnf_3_1_old,True,True,4856.0,4865.0,37.551089,2.925375
24-pms-60s,maxsatqueriesininterpretableclassifiers_toms_test_5_dnf_5_1_old,True,True,65.0,76.0,47.593784,37.39249
24-pms-60s,maxsatqueriesininterpretableclassifiers_toms_train_8_dnf_2_1_old,True,True,584.0,584.0,55.787866,58.658921
24-pms-60s,maxsatqueriesininterpretableclassifiers_twitter_train_3_cnf_2_1_old,True,True,1712.0,1712.0,40.42085,26.523375
24-pms-60s,min_fill_minfill_r0_mulsol_i_1_old,True,True,344.0,344.0,47.857655,48.636819
24-pms-60s,min_fill_minfill_r0_mulsol_i_3_old,True,True,1185.0,1185.0,37.835567,44.36799
24-pms-60s,min_fill_minfill_r0_myciel5_old,True,True,196.0,196.0,34.827182,32.797117
24-pms-60s,min_fill_minfill_r0_myciel6_old,True,True,761.0,761.0,36.238656,36.93927
24-pms-60s,min_fill_minfill_r0_myciel7_old,True,True,4604.0,12485.0,6.78402,10.159768
24-pms-60s,min_fill_minfill_r0_queen11_11_old,True,True,4477.0,4477.0,34.326981,35.986152
24-pms-60s,min_fill_minfill_r0_queen7_7_old,True,True,508.0,508.0,15.660653,15.283201
24-pms-60s,min_fill_minfill_r0_queen9_9_old,True,True,1712.0,1712.0,55.136174,56.254431
24-pms-60s,min_fill_minfill_r1_games120_old,True,True,1938.0,2129.0,49.089556,2.728895
24-pms-60s,min_fill_minfill_r3_david_old,True,True,76.0,73.0,28.40088,58.146429
24-pms-60s,min_fill_minfill_r3_miles750_old,True,True,2055.0,2055.0,22.216484,24.133237
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_11_tmp_15_2655746_old,True,True,77.0,77.0,0.070215,0.100347
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_12_tmp_15_2655746_old,True,True,77.0,77.0,0.075198,0.105056
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_13_tmp_15_2655746_old,True,True,77.0,77.0,1.687563,1.656363
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_18_tmp_15_2655746_old,True,True,77.0,77.0,3.302475,3.152256
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_19_tmp_15_2655746_old,True,True,77.0,77.0,3.306312,3.117271
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_20_tmp_15_2655746_old,True,True,77.0,77.0,0.362185,0.405114
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_23_tmp_15_2655746_old,True,True,77.0,77.0,0.785954,0.780925
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_24_tmp_15_2655746_old,True,True,77.0,77.0,0.027148,0.041223
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_29_tmp_15_2655746_old,True,True,77.0,77.0,0.13879,0.163852
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_32_tmp_15_2655746_old,True,True,77.0,77.0,0.087059,0.116742
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_36_tmp_15_2655746_old,True,True,77.0,77.0,1.567233,1.524646
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_38_tmp_15_2655746_old,True,True,77.0,77.0,3.050924,2.925337
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_41_tmp_15_2655746_old,True,True,77.0,77.0,0.116158,0.158875
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_44_tmp_15_2655746_old,True,True,77.0,77.0,0.061354,0.232303
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_46_tmp_15_2655746_old,True,True,77.0,77.0,0.079587,0.262248
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_48_tmp_15_2655746_old,True,True,77.0,77.0,0.187018,0.244047
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_49_tmp_15_2655746_old,True,True,77.0,77.0,0.515373,0.60106
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_53_tmp_15_2655746_old,True,True,77.0,77.0,6.316458,5.882679
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_58_tmp_15_2655746_old,True,True,77.0,77.0,0.07066,0.172328
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_59_tmp_15_2655746_old,True,True,77.0,77.0,0.066493,0.093776
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_60_tmp_15_2655746_old,True,True,77.0,77.0,0.052174,0.068181
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_61_tmp_15_2655746_old,True,True,77.0,77.0,4.594133,4.357414
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_7_tmp_15_2655746_old,True,True,77.0,77.0,0.194986,0.222051
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_8_tmp_15_2655746_old,True,True,77.0,77.0,0.041939,0.055061
24-pms-60s,minimize_5gons_u5_cube_maxcdcl_9_tmp_15_2655746_old,True,True,77.0,77.0,0.035505,0.07192
24-pms-60s,optic_gen_add_4_carry_991_old,True,True,56.0,56.0,2.4614,2.631456
24-pms-60s,optic_gen_add_6_carry_991_old,True,True,108.0,121.0,56.020684,11.083865
24-pms-60s,optic_gen_mult_4_5_991_old,True,True,117.0,117.0,14.87949,14.747911
24-pms-60s,optic_gen_mult_4_6_991_old,True,True,139.0,156.0,44.008062,6.284323
24-pms-60s,optic_gen_mult_4_6_9999_old,True,True,359.0,380.0,32.951663,21.04577
24-pms-60s,optic_gen_mult_5_5_991_old,True,True,237.0,256.0,42.052288,8.036902
24-pms-60s,optic_gen_mult_5_5_9999_old,True,True,512.0,520.0,38.776058,11.30077
24-pms-60s,optimizing_bdds_anneal_un_wcnf_incomplete_improved_1_2019_2_old,True,True,151.0,187.0,0.326254,0.059343
24-pms-60s,optimizing_bdds_anneal_un_wcnf_incomplete_improved_1_2019_5_old,True,True,129.0,140.0,58.799179,1.836388
24-pms-60s,optimizing_bdds_anneal_un_wcnf_incomplete_improved_1_2019_7_old,True,True,118.0,131.0,59.854984,0.711716
24-pms-60s,optimizing_bdds_breast_cancer_un_wcnf_incomplete_improved_1_2019_8_old,True,True,22.0,23.0,12.943482,1.195628
24-pms-60s,optimizing_bdds_hypothyroid_un_wcnf_incomplete_improved_1_2019_2_old,True,True,70.0,277.0,1.536818,0.178518
24-pms-60s,optimizing_bdds_lymph_un_wcnf_incomplete_improved_1_2019_6_old,True,True,14.0,14.0,0.053264,0.091887
24-pms-60s,optimizing_bdds_primary_tumor_un_wcnf_incomplete_improved_1_2019_4_old,True,True,52.0,82.0,25.748785,0.090987
24-pms-60s,optimizing_bdds_primary_tumor_un_wcnf_incomplete_improved_1_2019_8_old,True,True,38.0,38.0,0.741808,0.828925
24-pms-60s,optimizing_bdds_soybean_un_wcnf_incomplete_improved_1_2019_7_old,True,True,28.0,35.0,20.220388,2.022939
24-pms-60s,optimizing_bdds_splice_1_un_wcnf_incomplete_improved_1_2019_5_old,True,True,340.0,531.0,13.522882,12.905606
24-pms-60s,optimizing_bdds_splice_1_un_wcnf_incomplete_improved_1_2019_6_old,True,True,543.0,674.0,21.152276,13.641832
