Dataset,Index,Instance,InstanceKey,Seed,CutoffSeconds,ExternalSeconds,InternalSeconds,PaperTableTimeSecondsReported,PaperTableTimeSeconds,ExitCode,EarlyExit,Feasible,BestCost,Log,SourceFile
23-pms-60s,171,treewidth-computation-TWComp_eil51.tsp_N51_old.wcnf,treewidth_computation_twcomp_eil51_tsp_n51_old,1,60.0,60.024988,60.018866,59.992186,59.992186,0,False,True,9.0,171.log,two_core_23_pms.csv
23-pms-60s,172,treewidth-computation-TWComp_queen7_7_N49_old.wcnf,treewidth_computation_twcomp_queen7_7_n49_old,1,60.0,60.028903,60.023071,34.569857,34.569857,0,False,True,36.0,172.log,two_core_23_pms.csv
23-pms-60s,173,xai-mindset2-bnn-last-layer-f10_old.wcnf,xai_mindset2_bnn_last_layer_f10_old,1,60.0,60.014811,60.009224,24.432842,24.432842,0,False,True,1212.0,173.log,two_core_23_pms.csv
23-pms-60s,174,xai-mindset2-bupa_old.wcnf,xai_mindset2_bupa_old,1,60.0,60.029126,60.02233,31.350587,31.350587,0,False,True,306.0,174.log,two_core_23_pms.csv
23-pms-60s,175,xai-mindset2-cleve_old.wcnf,xai_mindset2_cleve_old,1,60.0,60.025464,60.019889,35.445116,35.445116,0,False,True,246.0,175.log,two_core_23_pms.csv
23-pms-60s,176,xai-mindset2-heart-h_old.wcnf,xai_mindset2_heart_h_old,1,60.0,60.030687,60.024226,3.429765,3.429765,0,False,True,203.0,176.log,two_core_23_pms.csv
23-pms-60s,177,xai-mindset2-postoperative-patient-data_old.wcnf,xai_mindset2_postoperative_patient_data_old,1,60.0,60.008692,60.004089,14.532088,14.532088,0,False,True,85.0,177.log,two_core_23_pms.csv
23-pms-60s,178,xai-mindset2-shuttleM_old.wcnf,xai_mindset2_shuttlem_old,1,60.0,65.212873,65.122957,,,137,False,False,,178.log,two_core_23_pms.csv
23-pms-60s,179,xai-mindset2-soybean_old.wcnf,xai_mindset2_soybean_old,1,60.0,60.030473,60.022221,5.461292,5.461292,0,False,True,1304.0,179.log,two_core_23_pms.csv
24-wpms-60s,1,abstraction-refinement_wt-downcast-antlr_old.wcnf,abstraction_refinement_wt_downcast_antlr_old,1,60.0,62.730412,62.664799,35.666559,35.666559,0,False,True,76306.0,001.log,two_core_24_wpms.csv
24-wpms-60s,2,abstraction-refinement_wt-downcast-avrora_old.wcnf,abstraction_refinement_wt_downcast_avrora_old,1,60.0,60.91955,60.871643,16.101549,16.101549,0,False,True,46694.0,002.log,two_core_24_wpms.csv
24-wpms-60s,3,abstraction-refinement_wt-downcast-hsqldb_old.wcnf,abstraction_refinement_wt_downcast_hsqldb_old,1,60.0,61.828037,61.710571,25.648046,25.648046,0,False,True,30280.0,003.log,two_core_24_wpms.csv
24-wpms-60s,4,abstraction-refinement_wt-downcast-pmd_old.wcnf,abstraction_refinement_wt_downcast_pmd_old,1,60.0,61.908621,61.777448,49.208053,49.208053,0,False,True,4286.0,004.log,two_core_24_wpms.csv
24-wpms-60s,5,abstraction-refinement_wt-downcast-xalan_old.wcnf,abstraction_refinement_wt_downcast_xalan_old,1,60.0,61.057242,61.004037,23.751149,23.751149,0,False,True,65534.0,005.log,two_core_24_wpms.csv
24-wpms-60s,6,abstraction-refinement_wt-polysite-avrora_old.wcnf,abstraction_refinement_wt_polysite_avrora_old,1,60.0,60.910462,60.862735,25.97386,25.97386,0,False,True,51857.0,006.log,two_core_24_wpms.csv
24-wpms-60s,7,abstraction-refinement_wt-polysite-bloat_old.wcnf,abstraction_refinement_wt_polysite_bloat_old,1,60.0,65.397051,65.203804,58.188153,58.188153,0,False,True,175.0,007.log,two_core_24_wpms.csv
24-wpms-60s,8,abstraction-refinement_wt-polysite-hsqldb_old.wcnf,abstraction_refinement_wt_polysite_hsqldb_old,1,60.0,65.624291,65.517318,15.351144,15.351144,0,False,True,177778.0,008.log,two_core_24_wpms.csv
24-wpms-60s,9,abstraction-refinement_wt-polysite-lusearch_old.wcnf,abstraction_refinement_wt_polysite_lusearch_old,1,60.0,62.384025,62.355419,35.329454,35.329454,0,False,True,421547.0,009.log,two_core_24_wpms.csv
24-wpms-60s,10,abstraction-refinement_wt-polysite-pmd_old.wcnf,abstraction_refinement_wt_polysite_pmd_old,1,60.0,65.310307,65.215913,55.493045,55.493045,0,False,True,188481.0,010.log,two_core_24_wpms.csv
24-wpms-60s,11,abstraction-refinement_wt-polysite-xalan_old.wcnf,abstraction_refinement_wt_polysite_xalan_old,1,60.0,65.112338,65.042372,59.648754,59.648754,0,False,True,114718.0,011.log,two_core_24_wpms.csv
24-wpms-60s,12,af-synthesis_wt-af-synthesis_stb_50_100_4_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_100_4_old,1,60.0,60.062982,60.058308,10.13155,10.13155,0,False,True,124.0,012.log,two_core_24_wpms.csv
24-wpms-60s,13,af-synthesis_wt-af-synthesis_stb_50_120_5_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_120_5_old,1,60.0,60.053649,60.048766,25.602949,25.602949,0,False,True,117.0,013.log,two_core_24_wpms.csv
24-wpms-60s,14,af-synthesis_wt-af-synthesis_stb_50_140_0_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_140_0_old,1,60.0,60.049464,60.043969,30.016167,30.016167,0,False,True,121.0,014.log,two_core_24_wpms.csv
24-wpms-60s,15,af-synthesis_wt-af-synthesis_stb_50_140_1_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_140_1_old,1,60.0,60.107308,60.102057,1.663122,1.663122,0,False,True,127.0,015.log,two_core_24_wpms.csv
24-wpms-60s,16,af-synthesis_wt-af-synthesis_stb_50_140_7_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_140_7_old,1,60.0,60.07448,60.069461,2.234618,2.234618,0,False,True,109.0,016.log,two_core_24_wpms.csv
24-wpms-60s,17,af-synthesis_wt-af-synthesis_stb_50_160_1_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_160_1_old,1,60.0,60.070394,60.064788,49.236548,49.236548,0,False,True,111.0,017.log,two_core_24_wpms.csv
24-wpms-60s,18,af-synthesis_wt-af-synthesis_stb_50_160_5_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_160_5_old,1,60.0,60.067962,60.062599,58.712352,58.712352,0,False,True,113.0,018.log,two_core_24_wpms.csv
24-wpms-60s,19,af-synthesis_wt-af-synthesis_stb_50_160_9_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_160_9_old,1,60.0,60.067927,60.062719,12.227553,12.227553,0,False,True,113.0,019.log,two_core_24_wpms.csv
24-wpms-60s,20,af-synthesis_wt-af-synthesis_stb_50_200_0_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_200_0_old,1,60.0,60.063345,60.057814,16.251948,16.251948,0,False,True,127.0,020.log,two_core_24_wpms.csv
24-wpms-60s,21,af-synthesis_wt-af-synthesis_stb_50_200_5_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_200_5_old,1,60.0,60.08488,60.079068,9.783123,9.783123,0,False,True,102.0,021.log,two_core_24_wpms.csv
24-wpms-60s,22,af-synthesis_wt-af-synthesis_stb_50_20_4_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_20_4_old,1,60.0,60.060577,60.05649,0.347316,0.347316,0,False,True,117.0,022.log,two_core_24_wpms.csv
24-wpms-60s,23,af-synthesis_wt-af-synthesis_stb_50_20_8_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_20_8_old,1,60.0,60.057025,60.052975,32.434548,32.434548,0,False,True,123.0,023.log,two_core_24_wpms.csv
24-wpms-60s,24,af-synthesis_wt-af-synthesis_stb_50_40_0_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_40_0_old,1,60.0,60.03,60.025832,29.087356,29.087356,0,False,True,112.0,024.log,two_core_24_wpms.csv
24-wpms-60s,25,af-synthesis_wt-af-synthesis_stb_50_40_6_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_40_6_old,1,60.0,60.060566,60.056453,18.132647,18.132647,0,False,True,117.0,025.log,two_core_24_wpms.csv
24-wpms-60s,26,af-synthesis_wt-af-synthesis_stb_50_40_8_old.wcnf,af_synthesis_wt_af_synthesis_stb_50_40_8_old,1,60.0,60.030352,60.026224,53.026652,53.026652,0,False,True,117.0,026.log,two_core_24_wpms.csv
24-wpms-60s,27,BTBNSL_wt-Rounded_BTWBNSL_alarm_100_1_3.scores_TWBound_3_old.wcnf,btbnsl_wt_rounded_btwbnsl_alarm_100_1_3_scores_twbound_3_old,1,60.0,60.020286,60.015846,37.125049,37.125049,0,False,True,140415479.0,027.log,two_core_24_wpms.csv
24-wpms-60s,28,BTBNSL_wt-Rounded_BTWBNSL_Flag.BIC_TWBound_3_old.wcnf,btbnsl_wt_rounded_btwbnsl_flag_bic_twbound_3_old,1,60.0,60.016706,60.012823,31.519947,31.519947,0,False,True,280751827.0,028.log,two_core_24_wpms.csv
24-wpms-60s,29,BTBNSL_wt-Rounded_BTWBNSL_Flag.BIC_TWBound_4_old.wcnf,btbnsl_wt_rounded_btwbnsl_flag_bic_twbound_4_old,1,60.0,60.014689,60.010645,24.981248,24.981248,0,False,True,280000725.0,029.log,two_core_24_wpms.csv
24-wpms-60s,30,BTBNSL_wt-Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_3_old.wcnf,btbnsl_wt_rounded_btwbnsl_hailfinder_10000_1_3_scores_twbound_3_old,1,60.0,60.041514,60.035604,42.758155,42.758155,0,False,True,52784164701.0,030.log,two_core_24_wpms.csv
24-wpms-60s,31,BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_2_old.wcnf,btbnsl_wt_rounded_btwbnsl_hailfinder_1000_1_3_scores_twbound_2_old,1,60.0,60.02129,60.016558,19.423945,19.423945,0,False,True,5321888414.0,031.log,two_core_24_wpms.csv
24-wpms-60s,32,BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_3_old.wcnf,btbnsl_wt_rounded_btwbnsl_hailfinder_1000_1_3_scores_twbound_3_old,1,60.0,60.027873,60.023052,25.343752,25.343752,0,False,True,5331973049.0,032.log,two_core_24_wpms.csv
24-wpms-60s,33,BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_4_old.wcnf,btbnsl_wt_rounded_btwbnsl_hailfinder_1000_1_3_scores_twbound_4_old,1,60.0,60.030325,60.025538,34.403649,34.403649,0,False,True,5305728606.0,033.log,two_core_24_wpms.csv
24-wpms-60s,34,BTBNSL_wt-Rounded_BTWBNSL_Hepatitis.BIC_TWBound4_old.wcnf,btbnsl_wt_rounded_btwbnsl_hepatitis_bic_twbound4_old,1,60.0,60.016218,60.012618,42.68725,42.68725,0,False,True,133205593.0,034.log,two_core_24_wpms.csv
24-wpms-60s,35,BTBNSL_wt-Rounded_BTWBNSL_Horse.BIC_TWBound_2_old.wcnf,btbnsl_wt_rounded_btwbnsl_horse_bic_twbound_2_old,1,60.0,60.017064,60.013338,38.307852,38.307852,0,False,True,457315107.0,035.log,two_core_24_wpms.csv
24-wpms-60s,36,BTBNSL_wt-Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3_old.wcnf,btbnsl_wt_rounded_btwbnsl_insurance_1000_1_3_scores_twbound_3_old,1,60.0,60.012125,60.008234,37.621546,37.621546,0,False,True,1437466095.0,036.log,two_core_24_wpms.csv
24-wpms-60s,37,BTBNSL_wt-Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_4_old.wcnf,btbnsl_wt_rounded_btwbnsl_insurance_1000_1_3_scores_twbound_4_old,1,60.0,60.011263,60.007486,57.988143,57.988143,0,False,True,1437182235.0,037.log,two_core_24_wpms.csv
24-wpms-60s,38,BTBNSL_wt-Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_3_old.wcnf,btbnsl_wt_rounded_btwbnsl_insurance_100_1_3_scores_twbound_3_old,1,60.0,60.012784,60.009181,54.590848,54.590848,0,False,True,173866139.0,038.log,two_core_24_wpms.csv
24-wpms-60s,39,BTBNSL_wt-Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_3_old.wcnf,btbnsl_wt_rounded_btwbnsl_water_1000_1_2_scores_twbound_3_old,1,60.0,60.018827,60.014963,25.142051,25.142051,0,False,True,1329486402.0,039.log,two_core_24_wpms.csv
24-wpms-60s,40,BTBNSL_wt-Rounded_BTWBNSL_Wine_TWBound_3_old.wcnf,btbnsl_wt_rounded_btwbnsl_wine_twbound_3_old,1,60.0,60.00858,60.005185,16.245251,16.245251,0,False,True,130750933.0,040.log,two_core_24_wpms.csv
24-wpms-60s,41,causal-discovery_wt-causal_Bands_6_277_old.wcnf,causal_discovery_wt_causal_bands_6_277_old,1,60.0,60.016149,60.012431,43.916845,43.916845,0,False,True,110811.0,041.log,two_core_24_wpms.csv
24-wpms-60s,42,causal-discovery_wt-causal_hailfinder_7_100_old.wcnf,causal_discovery_wt_causal_hailfinder_7_100_old,1,60.0,60.015292,60.011074,2.386336,2.386336,0,False,True,2036684.0,042.log,two_core_24_wpms.csv
24-wpms-60s,43,causal-discovery_wt-causal_insurance_8_10000_old.wcnf,causal_discovery_wt_causal_insurance_8_10000_old,1,60.0,60.043604,60.038044,1.327596,1.327596,0,False,True,376260033.0,043.log,two_core_24_wpms.csv
24-wpms-60s,44,causal-discovery_wt-causal_Mildew_8_1000_old.wcnf,causal_discovery_wt_causal_mildew_8_1000_old,1,60.0,60.038064,60.032195,0.227434,0.227434,0,False,True,84181407.0,044.log,two_core_24_wpms.csv
24-wpms-60s,45,causal-discovery_wt-causal_n6_i2_N500_uai13_log_int_old.wcnf,causal_discovery_wt_causal_n6_i2_n500_uai13_log_int_old,1,60.0,60.083417,60.073729,11.862247,11.862247,0,False,True,6544689777.0,045.log,two_core_24_wpms.csv
24-wpms-60s,46,causal-discovery_wt-causal_n7_i4_N500_uai14_log_int_old.wcnf,causal_discovery_wt_causal_n7_i4_n500_uai14_log_int_old,1,60.0,60.018111,60.01394,59.42725,59.42725,0,False,True,100599175900.0,046.log,two_core_24_wpms.csv
24-wpms-60s,47,causal-discovery_wt-causal_Water_10_100_old.wcnf,causal_discovery_wt_causal_water_10_100_old,1,60.0,60.328434,60.307765,12.954079,12.954079,0,False,True,1885872.0,047.log,two_core_24_wpms.csv
24-wpms-60s,48,correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N280_D0.200_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_ionosphere_binary_n280_d0_200_old,1,60.0,60.043805,60.037081,16.338544,16.338544,0,False,True,7495586.0,048.log,two_core_24_wpms.csv
24-wpms-60s,49,correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N300_D0.200_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_ionosphere_binary_n300_d0_200_old,1,60.0,60.03524,60.027797,54.969351,54.969351,0,False,True,8625859.0,049.log,two_core_24_wpms.csv
24-wpms-60s,50,correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N320_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_protein1_binary_n320_old,1,60.0,60.023297,60.018352,35.680847,35.680847,0,False,True,20115310.0,050.log,two_core_24_wpms.csv
24-wpms-60s,51,correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N400_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_protein1_binary_n400_old,1,60.0,60.039864,60.03397,47.843547,47.843547,0,False,True,33853182.0,051.log,two_core_24_wpms.csv
24-wpms-60s,52,correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_TRANSITIVE_N270_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_protein1_transitive_n270_old,1,60.0,60.367203,60.318814,15.844044,15.844044,0,False,True,15716890.0,052.log,two_core_24_wpms.csv
24-wpms-60s,53,correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N250_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_protein1_unary_n250_old,1,60.0,60.337379,60.3011,55.027346,55.027346,0,False,True,16146753.0,053.log,two_core_24_wpms.csv
24-wpms-60s,54,correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N200_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_protein3_transitive_n200_old,1,60.0,60.15437,60.133314,5.838734,5.838734,0,False,True,12826525.0,054.log,two_core_24_wpms.csv
24-wpms-60s,55,correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N220_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_protein3_transitive_n220_old,1,60.0,60.20828,60.181855,9.264795,9.264795,0,False,True,13890372.0,055.log,two_core_24_wpms.csv
24-wpms-60s,56,correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N360_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_protein4_binary_n360_old,1,60.0,60.025426,60.020803,17.770247,17.770247,0,False,True,17277256.0,056.log,two_core_24_wpms.csv
24-wpms-60s,57,correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N400_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_protein4_binary_n400_old,1,60.0,60.027288,60.022379,47.883445,47.883445,0,False,True,19050519.0,057.log,two_core_24_wpms.csv
24-wpms-60s,58,correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_TRANSITIVE_N190_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_protein4_transitive_n190_old,1,60.0,60.130108,60.110601,18.199853,18.199853,0,False,True,3553940.0,058.log,two_core_24_wpms.csv
24-wpms-60s,59,correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200_old.wcnf,correlation_clustering_wt_rounded_correlationclustering_vowel_binary_n700_d0_200_old,1,60.0,60.185631,60.169964,1.540717,1.540717,0,False,True,75201247.0,059.log,two_core_24_wpms.csv
24-wpms-60s,60,CSG_wt-CSG140-140-6_old.wcnf,csg_wt_csg140_140_6_old,1,60.0,60.061359,60.050441,34.352447,34.352447,0,False,True,59566.0,060.log,two_core_24_wpms.csv
24-wpms-60s,61,CSG_wt-CSGNaive140-140-6_old.wcnf,csg_wt_csgnaive140_140_6_old,1,60.0,60.067958,60.05693,1.771708,1.771708,0,False,True,58768.0,061.log,two_core_24_wpms.csv
24-wpms-60s,62,decision-tree-australian-credit-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2_old.wcnf,decision_tree_australian_credit_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_adaboost_2_old,1,60.0,60.027961,60.023442,8.396795,8.396795,0,False,True,180.0,062.log,two_core_24_wpms.csv
24-wpms-60s,63,decision-tree-australian-credit-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5_old.wcnf,decision_tree_australian_credit_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_adaboost_5_old,1,60.0,60.027982,60.023544,9.004759,9.004759,0,False,True,495.0,063.log,two_core_24_wpms.csv
24-wpms-60s,64,decision-tree-australian-credit-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_3_old.wcnf,decision_tree_australian_credit_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_adaboost_3_old,1,60.0,60.174412,60.158702,5.616517,5.616517,0,False,True,298.0,064.log,two_core_24_wpms.csv
24-wpms-60s,65,decision-tree-australian-credit-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5_old.wcnf,decision_tree_australian_credit_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_adaboost_5_old,1,60.0,60.181711,60.165768,1.041298,1.041298,0,False,True,484.0,065.log,two_core_24_wpms.csv
24-wpms-60s,66,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_5_old.wcnf,decision_tree_heart_cleveland_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_adaboost_5_old,1,60.0,60.450061,60.411586,11.013447,11.013447,0,False,True,174.0,066.log,two_core_24_wpms.csv
24-wpms-60s,67,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5_old.wcnf,decision_tree_heart_cleveland_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_adaboost_5_old,1,60.0,60.015195,60.011021,15.265145,15.265145,0,False,True,203.0,067.log,two_core_24_wpms.csv
24-wpms-60s,68,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_6_old.wcnf,decision_tree_heart_cleveland_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_adaboost_6_old,1,60.0,60.025488,60.021416,3.434738,3.434738,0,False,True,243.0,068.log,two_core_24_wpms.csv
24-wpms-60s,69,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4_old.wcnf,decision_tree_primary_tumor_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_adaboost_4_old,1,60.0,60.181969,60.165357,1.988775,1.988775,0,False,True,212.0,069.log,two_core_24_wpms.csv
24-wpms-60s,70,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2_old.wcnf,decision_tree_primary_tumor_un_formula_0_8_2021_atleast_15_max_3_reduced_incomplete_adaboost_2_old,1,60.0,60.009202,60.005446,4.638711,4.638711,0,False,True,84.0,070.log,two_core_24_wpms.csv
24-wpms-60s,71,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3_old.wcnf,decision_tree_primary_tumor_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_adaboost_3_old,1,60.0,60.016153,60.011769,0.429401,0.429401,0,False,True,148.0,071.log,two_core_24_wpms.csv
24-wpms-60s,72,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_4_old.wcnf,decision_tree_primary_tumor_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_adaboost_4_old,1,60.0,60.04712,60.040006,0.58134,0.58134,0,False,True,169.0,072.log,two_core_24_wpms.csv
24-wpms-60s,73,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5_old.wcnf,decision_tree_primary_tumor_un_formula_0_8_2021_atleast_63_max_5_reduced_incomplete_adaboost_5_old,1,60.0,60.052427,60.04539,29.754852,29.754852,0,False,True,253.0,073.log,two_core_24_wpms.csv
24-wpms-60s,74,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_3_old.wcnf,decision_tree_tic_tac_toe_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_adaboost_3_old,1,60.0,60.164127,60.147694,3.166664,3.166664,0,False,True,419.0,074.log,two_core_24_wpms.csv
24-wpms-60s,75,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_5_old.wcnf,decision_tree_tic_tac_toe_un_formula_0_8_2021_atleast_127_max_6_reduced_incomplete_adaboost_5_old,1,60.0,60.276586,60.259974,3.667227,3.667227,0,False,True,653.0,075.log,two_core_24_wpms.csv
24-wpms-60s,76,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2_old.wcnf,decision_tree_tic_tac_toe_un_formula_0_8_2021_atleast_31_max_4_reduced_incomplete_adaboost_2_old,1,60.0,60.022581,60.017793,0.281058,0.281058,0,False,True,286.0,076.log,two_core_24_wpms.csv
24-wpms-60s,77,drmx-cryptogen_wt-threshold128_0_old.wcnf,drmx_cryptogen_wt_threshold128_0_old,1,60.0,60.008916,60.005479,20.727952,20.727952,0,False,True,810.0,077.log,two_core_24_wpms.csv
24-wpms-60s,78,drmx-cryptogen_wt-threshold128_1_old.wcnf,drmx_cryptogen_wt_threshold128_1_old,1,60.0,60.007338,60.003953,46.363364,46.363364,0,False,True,804.0,078.log,two_core_24_wpms.csv
24-wpms-60s,79,drmx-cryptogen_wt-threshold128_2_old.wcnf,drmx_cryptogen_wt_threshold128_2_old,1,60.0,60.008598,60.005249,6.76608,6.76608,0,False,True,811.0,079.log,two_core_24_wpms.csv
24-wpms-60s,80,drmx-cryptogen_wt-threshold128_6_old.wcnf,drmx_cryptogen_wt_threshold128_6_old,1,60.0,60.0098,60.006316,23.233585,23.233585,0,False,True,810.0,080.log,two_core_24_wpms.csv
24-wpms-60s,81,drmx-cryptogen_wt-threshold128_8_old.wcnf,drmx_cryptogen_wt_threshold128_8_old,1,60.0,60.007248,60.003756,8.626651,8.626651,0,False,True,810.0,081.log,two_core_24_wpms.csv
24-wpms-60s,82,frb_wt-frb40-19-3_old.wcnf,frb_wt_frb40_19_3_old,1,60.0,60.008492,60.005148,14.487154,14.487154,0,False,True,721.0,082.log,two_core_24_wpms.csv
24-wpms-60s,83,frb_wt-frb40-19-4_old.wcnf,frb_wt_frb40_19_4_old,1,60.0,60.008448,60.005229,0.093219,0.093219,0,False,True,722.0,083.log,two_core_24_wpms.csv
24-wpms-60s,84,haplotyping-pedigrees_wt-ped2.G.recomb10-0.20-12_old.wcnf,haplotyping_pedigrees_wt_ped2_g_recomb10_0_20_12_old,1,60.0,60.400855,60.390565,52.39035,52.39035,0,False,True,81483.0,084.log,two_core_24_wpms.csv
24-wpms-60s,85,haplotyping-pedigrees_wt-ped2.G.recomb10-0.20-13_old.wcnf,haplotyping_pedigrees_wt_ped2_g_recomb10_0_20_13_old,1,60.0,60.446734,60.435311,55.091554,55.091554,0,False,True,81497.0,085.log,two_core_24_wpms.csv
24-wpms-60s,86,judgment-aggregation-ja-kemeny-preflib-00043-00000180_old.wcnf,judgment_aggregation_ja_kemeny_preflib_00043_00000180_old,1,60.0,60.091429,60.078316,18.856048,18.856048,0,False,True,433.0,086.log,two_core_24_wpms.csv
24-wpms-60s,87,judgment-aggregation-ja-kemeny-preflib-00049-00000287_old.wcnf,judgment_aggregation_ja_kemeny_preflib_00049_00000287_old,1,60.0,60.029028,60.02499,16.014458,16.014458,0,False,True,782.0,087.log,two_core_24_wpms.csv
24-wpms-60s,88,judgment-aggregation-ja-kemeny-preflib-00049-00000300_old.wcnf,judgment_aggregation_ja_kemeny_preflib_00049_00000300_old,1,60.0,60.028741,60.023633,10.18725,10.18725,0,False,True,776.0,088.log,two_core_24_wpms.csv
24-wpms-60s,89,judgment-aggregation-ja-kemeny-preflib-00049-00000334_old.wcnf,judgment_aggregation_ja_kemeny_preflib_00049_00000334_old,1,60.0,60.024495,60.020676,10.961154,10.961154,0,False,True,542.0,089.log,two_core_24_wpms.csv
24-wpms-60s,90,judgment-aggregation-ja-kemeny-preflib-00049-00000353_old.wcnf,judgment_aggregation_ja_kemeny_preflib_00049_00000353_old,1,60.0,60.044421,60.040442,8.675254,8.675254,0,False,True,554.0,090.log,two_core_24_wpms.csv
24-wpms-60s,91,judgment-aggregation-ja-kemeny-preflib-00049-00000377_old.wcnf,judgment_aggregation_ja_kemeny_preflib_00049_00000377_old,1,60.0,60.027765,60.023975,9.778756,9.778756,0,False,True,647.0,091.log,two_core_24_wpms.csv
24-wpms-60s,92,judgment-aggregation-ja-kemeny-preflib-00049-00000451_old.wcnf,judgment_aggregation_ja_kemeny_preflib_00049_00000451_old,1,60.0,60.076548,60.066451,21.443054,21.443054,0,False,True,930.0,092.log,two_core_24_wpms.csv
24-wpms-60s,93,judgment-aggregation-ja-kemeny-preflib-00049-00000454_old.wcnf,judgment_aggregation_ja_kemeny_preflib_00049_00000454_old,1,60.0,60.042135,60.038206,10.552049,10.552049,0,False,True,632.0,093.log,two_core_24_wpms.csv
