Dataset,Index,Instance,InstanceKey,Seed,CutoffSeconds,ExternalSeconds,InternalSeconds,PaperTableTimeSecondsReported,PaperTableTimeSeconds,ExitCode,EarlyExit,Feasible,BestCost,Log,SourceFile
23-pms-60s,55,inconsistency-measurement-im-hit-A-1-grd_2065_1_8.tgf.pl_old.wcnf,inconsistency_measurement_im_hit_a_1_grd_2065_1_8_tgf_pl_old,1,60.0,60.011311,60.007304,30.592198,30.592198,0,False,True,303.0,055.log,two_core_23_pms.csv
23-pms-60s,56,inconsistency-measurement-im-hit-A-2-grd_1948_5_1.tgf.pl_old.wcnf,inconsistency_measurement_im_hit_a_2_grd_1948_5_1_tgf_pl_old,1,60.0,60.026216,60.021638,6.793249,6.793249,0,False,True,345.0,056.log,two_core_23_pms.csv
23-pms-60s,57,inconsistency-measurement-im-hit-B-1-grd_3018_3_7.tgf.pl_old.wcnf,inconsistency_measurement_im_hit_b_1_grd_3018_3_7_tgf_pl_old,1,60.0,60.03415,60.028946,2.460183,2.460183,0,False,True,570.0,057.log,two_core_23_pms.csv
23-pms-60s,58,inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl_old.wcnf,inconsistency_measurement_im_hit_b_3_stb_390_450_tgf_pl_old,1,60.0,60.015017,60.011204,33.593597,33.593597,0,False,True,45.0,058.log,two_core_23_pms.csv
23-pms-60s,59,inconsistency-measurement-im-hit-C-1-grd_3018_3_7.tgf.pl_old.wcnf,inconsistency_measurement_im_hit_c_1_grd_3018_3_7_tgf_pl_old,1,60.0,60.029455,60.023156,11.893986,11.893986,0,False,True,534.0,059.log,two_core_23_pms.csv
23-pms-60s,60,inconsistency-measurement-im-sum-A-2-grd_1948_5_1.tgf.pl_old.wcnf,inconsistency_measurement_im_sum_a_2_grd_1948_5_1_tgf_pl_old,1,60.0,60.034183,60.026695,57.782681,57.782681,0,False,True,367.0,060.log,two_core_23_pms.csv
23-pms-60s,61,inconsistency-measurement-im-sum-B-2-stb_330_291.tgf.pl_old.wcnf,inconsistency_measurement_im_sum_b_2_stb_330_291_tgf_pl_old,1,60.0,60.013902,60.00967,6.395061,6.395061,0,False,True,47.0,061.log,two_core_23_pms.csv
23-pms-60s,62,inconsistency-measurement-im-sum-B-3-stb_327_100.tgf.pl_old.wcnf,inconsistency_measurement_im_sum_b_3_stb_327_100_tgf_pl_old,1,60.0,60.009948,60.00588,14.285389,14.285389,0,False,True,52.0,062.log,two_core_23_pms.csv
23-pms-60s,63,inconsistency-measurement-im-sum-B-3-stb_339_393.tgf.pl_old.wcnf,inconsistency_measurement_im_sum_b_3_stb_339_393_tgf_pl_old,1,60.0,60.011057,60.007051,31.232567,31.232567,0,False,True,67.0,063.log,two_core_23_pms.csv
23-pms-60s,64,inconsistency-measurement-im-sum-B-3-stb_696_368.tgf.pl_old.wcnf,inconsistency_measurement_im_sum_b_3_stb_696_368_tgf_pl_old,1,60.0,60.008678,60.002817,25.142294,25.142294,0,False,True,88.0,064.log,two_core_23_pms.csv
23-pms-60s,65,inconsistency-measurement-im-sum-C-1-grd_1222_5_4.tgf.pl_old.wcnf,inconsistency_measurement_im_sum_c_1_grd_1222_5_4_tgf_pl_old,1,60.0,60.017155,60.011325,3.004163,3.004163,0,False,True,225.0,065.log,two_core_23_pms.csv
23-pms-60s,66,judgment-aggregation-ja-maxham-preflib-00049-00000071_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000071_old,1,60.0,60.015033,60.010267,0.20139,0.20139,0,False,True,48.0,066.log,two_core_23_pms.csv
23-pms-60s,67,judgment-aggregation-ja-maxham-preflib-00049-00000157_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000157_old,1,60.0,60.022262,60.017214,3.151363,3.151363,0,False,True,53.0,067.log,two_core_23_pms.csv
23-pms-60s,68,judgment-aggregation-ja-maxham-preflib-00049-00000253_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000253_old,1,60.0,60.016768,60.01206,29.892588,29.892588,0,False,True,48.0,068.log,two_core_23_pms.csv
23-pms-60s,69,judgment-aggregation-ja-maxham-preflib-00049-00000260_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000260_old,1,60.0,60.020185,60.014781,22.639892,22.639892,0,False,True,51.0,069.log,two_core_23_pms.csv
23-pms-60s,70,judgment-aggregation-ja-maxham-preflib-00049-00000293_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000293_old,1,60.0,60.013223,60.008264,49.988492,49.988492,0,False,True,44.0,070.log,two_core_23_pms.csv
23-pms-60s,71,judgment-aggregation-ja-maxham-preflib-00049-00000295_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000295_old,1,60.0,60.014117,60.009465,4.476812,4.476812,0,False,True,55.0,071.log,two_core_23_pms.csv
23-pms-60s,72,judgment-aggregation-ja-maxham-preflib-00049-00000316_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000316_old,1,60.0,60.016059,60.011533,10.459184,10.459184,0,False,True,53.0,072.log,two_core_23_pms.csv
23-pms-60s,73,judgment-aggregation-ja-maxham-preflib-00049-00000333_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000333_old,1,60.0,60.011081,60.00616,8.631839,8.631839,0,False,True,53.0,073.log,two_core_23_pms.csv
23-pms-60s,74,judgment-aggregation-ja-maxham-preflib-00049-00000338_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000338_old,1,60.0,60.016769,60.012137,0.461625,0.461625,0,False,True,53.0,074.log,two_core_23_pms.csv
23-pms-60s,75,judgment-aggregation-ja-maxham-preflib-00049-00000385_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000385_old,1,60.0,60.008674,60.00475,22.720583,22.720583,0,False,True,37.0,075.log,two_core_23_pms.csv
23-pms-60s,76,judgment-aggregation-ja-maxham-preflib-00049-00000390_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000390_old,1,60.0,60.016055,60.011796,7.004972,7.004972,0,False,True,55.0,076.log,two_core_23_pms.csv
23-pms-60s,77,judgment-aggregation-ja-maxham-preflib-00049-00000444_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000444_old,1,60.0,60.016286,60.01219,31.55366,31.55366,0,False,True,54.0,077.log,two_core_23_pms.csv
23-pms-60s,78,judgment-aggregation-ja-maxham-preflib-00049-00000486_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000486_old,1,60.0,60.015351,60.010814,0.095027,0.095027,0,False,True,58.0,078.log,two_core_23_pms.csv
23-pms-60s,79,judgment-aggregation-ja-maxham-preflib-00049-00000492_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000492_old,1,60.0,60.012129,60.007544,0.35331,0.35331,0,False,True,48.0,079.log,two_core_23_pms.csv
23-pms-60s,80,judgment-aggregation-ja-maxham-preflib-00049-00000512_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000512_old,1,60.0,60.020029,60.01483,24.32799,24.32799,0,False,True,58.0,080.log,two_core_23_pms.csv
23-pms-60s,81,judgment-aggregation-ja-maxham-preflib-00049-00000517_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000517_old,1,60.0,60.023241,60.017975,27.885681,27.885681,0,False,True,60.0,081.log,two_core_23_pms.csv
23-pms-60s,82,judgment-aggregation-ja-maxham-preflib-00049-00000540_old.wcnf,judgment_aggregation_ja_maxham_preflib_00049_00000540_old,1,60.0,60.018574,60.01338,34.964583,34.964583,0,False,True,51.0,082.log,two_core_23_pms.csv
23-pms-60s,83,judgment-aggregation-ja-slater-preflib-00043-00000180_old.wcnf,judgment_aggregation_ja_slater_preflib_00043_00000180_old,1,60.0,60.0726,60.060234,25.900681,25.900681,0,False,True,306.0,083.log,two_core_23_pms.csv
23-pms-60s,84,judgment-aggregation-ja-slater-preflib-00049-00000135_old.wcnf,judgment_aggregation_ja_slater_preflib_00049_00000135_old,1,60.0,60.020442,60.015046,7.101167,7.101167,0,False,True,246.0,084.log,two_core_23_pms.csv
23-pms-60s,85,judgment-aggregation-ja-slater-preflib-00049-00000405_old.wcnf,judgment_aggregation_ja_slater_preflib_00049_00000405_old,1,60.0,60.018021,60.013574,0.813869,0.813869,0,False,True,278.0,085.log,two_core_23_pms.csv
23-pms-60s,86,judgment-aggregation-ja-slater-preflib-00049-00000451_old.wcnf,judgment_aggregation_ja_slater_preflib_00049_00000451_old,1,60.0,60.05781,60.048822,50.786884,50.786884,0,False,True,505.0,086.log,two_core_23_pms.csv
23-pms-60s,87,judgment-aggregation-ja-slater-preflib-00049-00000468_old.wcnf,judgment_aggregation_ja_slater_preflib_00049_00000468_old,1,60.0,60.021123,60.017042,9.740204,9.740204,0,False,True,269.0,087.log,two_core_23_pms.csv
23-pms-60s,88,judgment-aggregation-ja-slater-preflib-00051-00000008_old.wcnf,judgment_aggregation_ja_slater_preflib_00051_00000008_old,1,60.0,60.095589,60.085243,2.545254,2.545254,0,False,True,341.0,088.log,two_core_23_pms.csv
23-pms-60s,89,judgment-aggregation-ja-slater-preflib-00051-00000011_old.wcnf,judgment_aggregation_ja_slater_preflib_00051_00000011_old,1,60.0,60.102527,60.092236,20.826359,20.826359,0,False,True,502.0,089.log,two_core_23_pms.csv
23-pms-60s,90,logic-synthesis-normalized-test4.pi.opb.msat_old.wcnf,logic_synthesis_normalized_test4_pi_opb_msat_old,1,60.0,60.016399,60.01274,39.537255,39.537255,0,False,True,97.0,090.log,two_core_23_pms.csv
23-pms-60s,91,MaxSATQueriesinInterpretableClassifiers-twitter_train_2_CNF_4_1_old.wcnf,maxsatqueriesininterpretableclassifiers_twitter_train_2_cnf_4_1_old,1,60.0,61.419158,61.369404,6.044345,6.044345,0,False,True,1946.0,091.log,two_core_23_pms.csv
23-pms-60s,92,MaxSATQueriesinInterpretableClassifiers-twitter_train_9_CNF_1_1_old.wcnf,maxsatqueriesininterpretableclassifiers_twitter_train_9_cnf_1_1_old,1,60.0,60.173645,60.156456,43.878062,43.878062,0,False,True,1811.0,092.log,two_core_23_pms.csv
23-pms-60s,93,MaxSATQueriesinInterpretableClassifiers-wdbc_train_9_CNF_5_1_old.wcnf,maxsatqueriesininterpretableclassifiers_wdbc_train_9_cnf_5_1_old,1,60.0,60.010917,60.007179,2.271696,2.271696,0,False,True,21.0,093.log,two_core_23_pms.csv
23-pms-60s,94,mbd-b14_C-mbd14-0277_old.wcnf,mbd_b14_c_mbd14_0277_old,1,60.0,60.011784,60.007871,0.199634,0.199634,0,False,True,25.0,094.log,two_core_23_pms.csv
23-pms-60s,95,min-fill-MinFill_R0_mulsol.i.1_old.wcnf,min_fill_minfill_r0_mulsol_i_1_old,1,60.0,60.092166,60.082071,47.565481,47.565481,0,False,True,344.0,095.log,two_core_23_pms.csv
23-pms-60s,96,min-fill-MinFill_R0_mulsol.i.2_old.wcnf,min_fill_minfill_r0_mulsol_i_2_old,1,60.0,60.171041,60.14898,30.786285,30.786285,0,False,True,563.0,096.log,two_core_23_pms.csv
23-pms-60s,97,min-fill-MinFill_R0_mulsol.i.3_old.wcnf,min_fill_minfill_r0_mulsol_i_3_old,1,60.0,60.253306,60.222255,36.57408,36.57408,0,False,True,1185.0,097.log,two_core_23_pms.csv
23-pms-60s,98,min-fill-MinFill_R0_myciel5_old.wcnf,min_fill_minfill_r0_myciel5_old,1,60.0,60.009252,60.005314,33.033257,33.033257,0,False,True,196.0,098.log,two_core_23_pms.csv
23-pms-60s,99,min-fill-MinFill_R0_myciel7_old.wcnf,min_fill_minfill_r0_myciel7_old,1,60.0,60.272559,60.236273,6.618634,6.618634,0,False,True,4604.0,099.log,two_core_23_pms.csv
23-pms-60s,100,min-fill-MinFill_R0_queen8_12_old.wcnf,min_fill_minfill_r0_queen8_12_old,1,60.0,60.038387,60.027805,1.57838,1.57838,0,False,True,2588.0,100.log,two_core_23_pms.csv
23-pms-60s,101,min-fill-MinFill_R1_games120_old.wcnf,min_fill_minfill_r1_games120_old,1,60.0,60.088261,60.077708,48.238382,48.238382,0,False,True,1938.0,101.log,two_core_23_pms.csv
23-pms-60s,102,min-fill-MinFill_R3_miles1000_old.wcnf,min_fill_minfill_r3_miles1000_old,1,60.0,60.059461,60.047913,22.976691,22.976691,0,False,True,2160.0,102.log,two_core_23_pms.csv
23-pms-60s,103,min-fill-MinFill_R3_miles750_old.wcnf,min_fill_minfill_r3_miles750_old,1,60.0,60.066374,60.054633,22.107981,22.107981,0,False,True,2055.0,103.log,two_core_23_pms.csv
23-pms-60s,104,min-fill-MinFill_R4_miles500_old.wcnf,min_fill_minfill_r4_miles500_old,1,60.0,60.052382,60.041713,43.212484,43.212484,0,False,True,1145.0,104.log,two_core_23_pms.csv
23-pms-60s,105,optic-gen_cvc-add7to3_9999_old.wcnf,optic_gen_cvc_add7to3_9999_old,1,60.0,60.011621,60.007676,14.454088,14.454088,0,False,True,193.0,105.log,two_core_23_pms.csv
23-pms-60s,106,optic-gen_mult_4_5_991_old.wcnf,optic_gen_mult_4_5_991_old,1,60.0,60.010163,60.006169,14.898379,14.898379,0,False,True,117.0,106.log,two_core_23_pms.csv
23-pms-60s,107,optic-gen_mult_5_5_991_old.wcnf,optic_gen_mult_5_5_991_old,1,60.0,60.04377,60.039337,40.687781,40.687781,0,False,True,237.0,107.log,two_core_23_pms.csv
23-pms-60s,108,optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_5_old.wcnf,optimizing_bdds_anneal_un_wcnf_incomplete_improved_1_2019_5_old,1,60.0,60.021022,60.01688,56.851385,56.851385,0,False,True,127.0,108.log,two_core_23_pms.csv
23-pms-60s,109,optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_2_old.wcnf,optimizing_bdds_australian_credit_un_wcnf_incomplete_improved_1_2019_2_old,1,60.0,60.019681,60.015584,0.079303,0.079303,0,False,True,89.0,109.log,two_core_23_pms.csv
23-pms-60s,110,optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_5_old.wcnf,optimizing_bdds_australian_credit_un_wcnf_incomplete_improved_1_2019_5_old,1,60.0,60.023924,60.017758,9.047674,9.047674,0,False,True,76.0,110.log,two_core_23_pms.csv
23-pms-60s,111,optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_7_old.wcnf,optimizing_bdds_breast_cancer_un_wcnf_incomplete_improved_1_2019_7_old,1,60.0,60.035571,60.028595,43.17288,43.17288,0,False,True,23.0,111.log,two_core_23_pms.csv
23-pms-60s,112,optimizing-BDDs-car-un-wcnf_incomplete_improved_1_2019_7_old.wcnf,optimizing_bdds_car_un_wcnf_incomplete_improved_1_2019_7_old,1,60.0,60.025415,60.020259,2.941193,2.941193,0,False,True,90.0,112.log,two_core_23_pms.csv
23-pms-60s,113,optimizing-BDDs-heart-cleveland-un-wcnf_incomplete_improved_1_2019_9_old.wcnf,optimizing_bdds_heart_cleveland_un_wcnf_incomplete_improved_1_2019_9_old,1,60.0,60.024297,60.01923,27.778981,27.778981,0,False,True,16.0,113.log,two_core_23_pms.csv
23-pms-60s,114,optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_3_old.wcnf,optimizing_bdds_hypothyroid_un_wcnf_incomplete_improved_1_2019_3_old,1,60.0,60.052087,60.044635,52.574187,52.574187,0,False,True,62.0,114.log,two_core_23_pms.csv
23-pms-60s,115,optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_5_old.wcnf,optimizing_bdds_hypothyroid_un_wcnf_incomplete_improved_1_2019_5_old,1,60.0,60.105241,60.094686,23.025257,23.025257,0,False,True,60.0,115.log,two_core_23_pms.csv
23-pms-60s,116,optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_7_old.wcnf,optimizing_bdds_hypothyroid_un_wcnf_incomplete_improved_1_2019_7_old,1,60.0,60.116187,60.10175,13.392986,13.392986,0,False,True,57.0,116.log,two_core_23_pms.csv
23-pms-60s,117,optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_4_old.wcnf,optimizing_bdds_kr_vs_kp_un_wcnf_incomplete_improved_1_2019_4_old,1,60.0,60.066686,60.057044,1.471011,1.471011,0,False,True,189.0,117.log,two_core_23_pms.csv
23-pms-60s,118,optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_8_old.wcnf,optimizing_bdds_kr_vs_kp_un_wcnf_incomplete_improved_1_2019_8_old,1,60.0,60.150855,60.136286,7.157095,7.157095,0,False,True,162.0,118.log,two_core_23_pms.csv
23-pms-60s,119,optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_7_old.wcnf,optimizing_bdds_lymph_un_wcnf_incomplete_improved_1_2019_7_old,1,60.0,60.010436,60.005421,8.77257,8.77257,0,False,True,6.0,119.log,two_core_23_pms.csv
23-pms-60s,120,optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_4_old.wcnf,optimizing_bdds_mushroom_un_wcnf_incomplete_improved_1_2019_4_old,1,60.0,60.201231,60.183443,35.151099,35.151099,0,False,True,180.0,120.log,two_core_23_pms.csv
23-pms-60s,121,optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_5_old.wcnf,optimizing_bdds_mushroom_un_wcnf_incomplete_improved_1_2019_5_old,1,60.0,60.233948,60.213281,23.053979,23.053979,0,False,True,40.0,121.log,two_core_23_pms.csv
23-pms-60s,122,optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_9_old.wcnf,optimizing_bdds_primary_tumor_un_wcnf_incomplete_improved_1_2019_9_old,1,60.0,60.02149,60.017126,2.902599,2.902599,0,False,True,31.0,122.log,two_core_23_pms.csv
23-pms-60s,123,optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_6_old.wcnf,optimizing_bdds_soybean_un_wcnf_incomplete_improved_1_2019_6_old,1,60.0,60.02191,60.017054,48.025482,48.025482,0,False,True,37.0,123.log,two_core_23_pms.csv
23-pms-60s,124,optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_4_old.wcnf,optimizing_bdds_splice_1_un_wcnf_incomplete_improved_1_2019_4_old,1,60.0,60.12442,60.107159,11.537779,11.537779,0,False,True,226.0,124.log,two_core_23_pms.csv
23-pms-60s,125,optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5_old.wcnf,optimizing_bdds_splice_1_un_wcnf_incomplete_improved_1_2019_5_old,1,60.0,60.15588,60.135661,13.074782,13.074782,0,False,True,340.0,125.log,two_core_23_pms.csv
23-pms-60s,126,optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_6_old.wcnf,optimizing_bdds_tic_tac_toe_un_wcnf_incomplete_improved_1_2019_6_old,1,60.0,60.015939,60.011093,3.486175,3.486175,0,False,True,147.0,126.log,two_core_23_pms.csv
23-pms-60s,127,optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_7_old.wcnf,optimizing_bdds_vote_un_wcnf_incomplete_improved_1_2019_7_old,1,60.0,60.014956,60.010366,0.180737,0.180737,0,False,True,6.0,127.log,two_core_23_pms.csv
23-pms-60s,128,optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_8_old.wcnf,optimizing_bdds_vote_un_wcnf_incomplete_improved_1_2019_8_old,1,60.0,60.019417,60.014826,2.413209,2.413209,0,False,True,5.0,128.log,two_core_23_pms.csv
23-pms-60s,129,planning-bnn-cellda_x_10_old.wcnf,planning_bnn_cellda_x_10_old,1,60.0,62.054669,61.989686,,,0,False,False,,129.log,two_core_23_pms.csv
23-pms-60s,130,planning-bnn-cellda_x_12_old.wcnf,planning_bnn_cellda_x_12_old,1,60.0,65.299936,65.236065,,,137,False,False,,130.log,two_core_23_pms.csv
23-pms-60s,131,planning-bnn-cellda_y_10_old.wcnf,planning_bnn_cellda_y_10_old,1,60.0,62.293358,62.227647,,,0,False,False,,131.log,two_core_23_pms.csv
23-pms-60s,132,planning-bnn-cellda_y_9_old.wcnf,planning_bnn_cellda_y_9_old,1,60.0,62.06313,61.998992,,,0,False,False,,132.log,two_core_23_pms.csv
23-pms-60s,133,planning-bnn-navigation_4x4_7_old.wcnf,planning_bnn_navigation_4x4_7_old,1,60.0,60.257248,60.231267,,,0,False,False,,133.log,two_core_23_pms.csv
23-pms-60s,134,planning-bnn-navigation_5x5_10_old.wcnf,planning_bnn_navigation_5x5_10_old,1,60.0,61.32467,61.255272,,,0,False,False,,134.log,two_core_23_pms.csv
23-pms-60s,135,planning-bnn-navigation_5x5_8_old.wcnf,planning_bnn_navigation_5x5_8_old,1,60.0,62.71531,62.671408,,,0,False,False,,135.log,two_core_23_pms.csv
23-pms-60s,136,planning-bnn-navigation_5x5_9_old.wcnf,planning_bnn_navigation_5x5_9_old,1,60.0,64.913221,64.863276,,,0,False,False,,136.log,two_core_23_pms.csv
23-pms-60s,137,planning-bnn-sysadmin_4_3_old.wcnf,planning_bnn_sysadmin_4_3_old,1,60.0,60.208135,60.187901,21.305869,21.305869,0,False,True,6.0,137.log,two_core_23_pms.csv
23-pms-60s,138,planning-bnn-sysadmin_5_3_old.wcnf,planning_bnn_sysadmin_5_3_old,1,60.0,62.724904,62.694448,,,0,False,False,,138.log,two_core_23_pms.csv
23-pms-60s,139,planning-bnn-sysadmin_5_4_old.wcnf,planning_bnn_sysadmin_5_4_old,1,60.0,61.563113,61.524993,,,0,False,False,,139.log,two_core_23_pms.csv
23-pms-60s,140,program-disambiguation-Q22_YESNO_1_old.wcnf,program_disambiguation_q22_yesno_1_old,1,60.0,60.556465,60.528555,,,0,False,False,,140.log,two_core_23_pms.csv
23-pms-60s,141,program-disambiguation-Q42_OPTIONS_1_old.wcnf,program_disambiguation_q42_options_1_old,1,60.0,60.185546,60.167073,20.037154,20.037154,0,False,True,29.0,141.log,two_core_23_pms.csv
23-pms-60s,142,program-disambiguation-Q45_YESNO_1_old.wcnf,program_disambiguation_q45_yesno_1_old,1,60.0,61.378935,61.353863,,,0,False,False,,142.log,two_core_23_pms.csv
23-pms-60s,143,program-disambiguation-Q55_YESNO_1_old.wcnf,program_disambiguation_q55_yesno_1_old,1,60.0,60.23336,60.209338,26.517611,26.517611,0,False,True,2.0,143.log,two_core_23_pms.csv
23-pms-60s,144,pseudoBoolean-normalized-par32-3.opb.msat_old.wcnf,pseudoboolean_normalized_par32_3_opb_msat_old,1,60.0,60.005495,60.001009,,,0,False,False,,144.log,two_core_23_pms.csv
23-pms-60s,145,pseudoBoolean-normalized-par32-5.opb.msat_old.wcnf,pseudoboolean_normalized_par32_5_opb_msat_old,1,60.0,60.006368,60.001975,,,0,False,False,,145.log,two_core_23_pms.csv
23-pms-60s,146,railway-transport-d4_old.wcnf,railway_transport_d4_old,1,60.0,65.626704,65.561921,18.91088,18.91088,0,False,True,5877.0,146.log,two_core_23_pms.csv
23-pms-60s,147,railway-transport-pesp_18Min_old.wcnf,railway_transport_pesp_18min_old,1,60.0,60.147649,60.130324,9.265404,9.265404,0,False,True,532.0,147.log,two_core_23_pms.csv
23-pms-60s,148,railway-transport-pesp_5min_old.wcnf,railway_transport_pesp_5min_old,1,60.0,60.079406,60.070105,36.85068,36.85068,0,False,True,75.0,148.log,two_core_23_pms.csv
23-pms-60s,149,railway-transport-we_old.wcnf,railway_transport_we_old,1,60.0,65.085057,65.052757,,,0,False,False,,149.log,two_core_23_pms.csv
23-pms-60s,150,ramsey-ram_k3_n11.ra0_old.wcnf,ramsey_ram_k3_n11_ra0_old,1,60.0,60.008786,60.004891,0.000559,0.000559,0,False,True,7.0,150.log,two_core_23_pms.csv
23-pms-60s,151,ramsey-ram_k3_n14.ra0_old.wcnf,ramsey_ram_k3_n14_ra0_old,1,60.0,60.0153,60.011538,0.002997,0.002997,0,False,True,21.0,151.log,two_core_23_pms.csv
23-pms-60s,152,ramsey-ram_k3_n15.ra0_old.wcnf,ramsey_ram_k3_n15_ra0_old,1,60.0,60.013852,60.010008,0.001679,0.001679,0,False,True,30.0,152.log,two_core_23_pms.csv
23-pms-60s,153,ramsey-ram_k3_n17.ra0_old.wcnf,ramsey_ram_k3_n17_ra0_old,1,60.0,60.011147,60.007263,0.004158,0.004158,0,False,True,50.0,153.log,two_core_23_pms.csv
23-pms-60s,154,ramsey-ram_k4_n18.ra0_old.wcnf,ramsey_ram_k4_n18_ra0_old,1,60.0,60.007299,60.003636,0.005881,0.005881,0,False,True,9.0,154.log,two_core_23_pms.csv
23-pms-60s,155,ramsey-ram_k4_n20.ra0_old.wcnf,ramsey_ram_k4_n20_ra0_old,1,60.0,60.016506,60.01264,0.011744,0.011744,0,False,True,24.0,155.log,two_core_23_pms.csv
23-pms-60s,156,reversi-rev66-16_old.wcnf,reversi_rev66_16_old,1,60.0,60.02301,60.016729,0.471366,0.471366,0,False,True,29.0,156.log,two_core_23_pms.csv
23-pms-60s,157,reversi-rev66-26_old.wcnf,reversi_rev66_26_old,1,60.0,60.021591,60.016611,0.76111,0.76111,0,False,True,20.0,157.log,two_core_23_pms.csv
23-pms-60s,158,reversi-rev66-28_old.wcnf,reversi_rev66_28_old,1,60.0,60.022378,60.015959,0.824591,0.824591,0,False,True,18.0,158.log,two_core_23_pms.csv
23-pms-60s,159,reversi-rev66-32_old.wcnf,reversi_rev66_32_old,1,60.0,60.023428,60.018182,0.926317,0.926317,0,False,True,24.0,159.log,two_core_23_pms.csv
23-pms-60s,160,scheduling-cnf_10_old.wcnf,scheduling_cnf_10_old,1,60.0,60.107752,60.100298,17.406258,17.406258,0,False,True,124.0,160.log,two_core_23_pms.csv
23-pms-60s,161,scheduling-cnf_12_old.wcnf,scheduling_cnf_12_old,1,60.0,60.110696,60.103384,46.215256,46.215256,0,False,True,126.0,161.log,two_core_23_pms.csv
23-pms-60s,162,scheduling-cnf_small_old.wcnf,scheduling_cnf_small_old,1,60.0,60.012162,60.008263,8.978518,8.978518,0,False,True,54.0,162.log,two_core_23_pms.csv
23-pms-60s,163,SeanSafarpour-rsdecoder1_blackbox_KESblock-problem.dimacs_30.filtered_old.wcnf,seansafarpour_rsdecoder1_blackbox_kesblock_problem_dimacs_30_filtered_old,1,60.0,60.135484,60.129951,24.239421,24.239421,0,False,True,40.0,163.log,two_core_23_pms.csv
23-pms-60s,164,setcover-sts-data.135_old.wcnf,setcover_sts_data_135_old,1,60.0,60.009718,60.006205,7.540639,7.540639,0,False,True,103.0,164.log,two_core_23_pms.csv
23-pms-60s,165,setcover-sts-data.243_old.wcnf,setcover_sts_data_243_old,1,60.0,60.010483,60.007038,0.059205,0.059205,0,False,True,198.0,165.log,two_core_23_pms.csv
23-pms-60s,166,setcover-sts-data.405_old.wcnf,setcover_sts_data_405_old,1,60.0,60.011849,60.008392,34.006238,34.006238,0,False,True,335.0,166.log,two_core_23_pms.csv
23-pms-60s,167,setcover-sts-data.729_old.wcnf,setcover_sts_data_729_old,1,60.0,60.019122,60.013896,2.083812,2.083812,0,False,True,617.0,167.log,two_core_23_pms.csv
23-pms-60s,168,tpr-b18-s_PathRelaxation_Set_FS_8_old.wcnf,tpr_b18_s_pathrelaxation_set_fs_8_old,1,60.0,60.072397,60.06424,7.165222,7.165222,0,False,True,3337.0,168.log,two_core_23_pms.csv
23-pms-60s,169,treewidth-computation-TWComp_1c75_N69_old.wcnf,treewidth_computation_twcomp_1c75_n69_old,1,60.0,60.044429,60.03605,51.105357,51.105357,0,False,True,32.0,169.log,two_core_23_pms.csv
23-pms-60s,170,treewidth-computation-TWComp_1dj7_N73_old.wcnf,treewidth_computation_twcomp_1dj7_n73_old,1,60.0,60.045434,60.036143,47.761754,47.761754,0,False,True,26.0,170.log,two_core_23_pms.csv
