Index,Mode,Set,Instance,Seed,CutoffSeconds,SolverSHA256,ExternalSeconds,FirstFeasibleTimeSeconds,PaperTableTimeSeconds,SolverExitCode,VerifierExitCode,EarlyExit,HasVerifiedSolution,BestCost,Log
1,"A3","23_old_wpms_160","abstraction-refinement_wt-downcast-antlr_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",67.357097,,,255,1,False,False,,"001.log"
2,"A3","23_old_wpms_160","abstraction-refinement_wt-downcast-avrora_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",62.297429,60.598582,60.598582,0,0,False,True,52209,"002.log"
3,"A3","23_old_wpms_160","abstraction-refinement_wt-downcast-hsqldb_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",63.047074,,,255,1,False,False,,"003.log"
4,"A3","23_old_wpms_160","abstraction-refinement_wt-downcast-pmd_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",63.506253,,,255,1,False,False,,"004.log"
5,"A3","23_old_wpms_160","abstraction-refinement_wt-downcast-xalan_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",66.980332,,,255,1,False,False,,"005.log"
6,"A3","23_old_wpms_160","abstraction-refinement_wt-polysite-avrora_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",63.650962,62.304591,62.304591,0,0,False,True,57355,"006.log"
7,"A3","23_old_wpms_160","abstraction-refinement_wt-polysite-bloat_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",63.064473,,,255,1,False,False,,"007.log"
8,"A3","23_old_wpms_160","abstraction-refinement_wt-polysite-hsqldb_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",62.491975,,,255,1,False,False,,"008.log"
9,"A3","23_old_wpms_160","abstraction-refinement_wt-polysite-pmd_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",67.497221,,,255,1,False,False,,"009.log"
10,"A3","23_old_wpms_160","abstraction-refinement_wt-polysite-xalan_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",66.840065,,,255,1,False,False,,"010.log"
11,"A3","23_old_wpms_160","causal-discovery_wt-causal_alarm_9_1000_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.097205,7.809652,16.967807,0,0,False,True,36049513,"011.log"
12,"A3","23_old_wpms_160","causal-discovery_wt-causal_carpo_8_1000_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.036968,2.825337,6.764116,0,0,False,True,3556961,"012.log"
13,"A3","23_old_wpms_160","causal-discovery_wt-causal_Link_10_10000_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.256985,20.925332,32.522882,0,0,False,True,39112847,"013.log"
14,"A3","23_old_wpms_160","causal-discovery_wt-causal_Link_10_1000_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.241807,20.958669,47.552729,0,0,False,True,33562494,"014.log"
15,"A3","23_old_wpms_160","causal-discovery_wt-causal_Link_9_100_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.127651,7.186252,7.186252,0,0,False,True,3242187,"015.log"
16,"A3","23_old_wpms_160","causal-discovery_wt-causal_Mushroom_7_1000_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.144618,0.958047,19.834509,0,0,False,True,9414169,"016.log"
17,"A3","23_old_wpms_160","causal-discovery_wt-causal_Pigs_6_1000_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.044048,2.581394,2.581394,0,0,False,True,35110976,"017.log"
18,"A3","23_old_wpms_160","causal-discovery_wt-causal_Water_10_1000_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.259028,21.063792,29.702072,0,0,False,True,45193159,"018.log"
19,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.031045,2.609714,47.973101,0,0,False,True,22012762,"019.log"
20,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N290_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.852414,22.839894,22.839894,0,0,False,True,33957845,"020.log"
21,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N220_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.016287,0.941673,42.133360,0,0,False,True,15656966,"021.log"
22,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N240_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.025242,1.094697,35.035561,0,0,False,True,17505946,"022.log"
23,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N380_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.037036,2.698921,34.687294,0,0,False,True,46057579,"023.log"
24,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_UNARY_N220_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.257008,12.375018,12.375018,0,0,False,True,23179718,"024.log"
25,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",66.006279,,,255,1,False,False,,"025.log"
26,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_UNARY_N220_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.208731,12.257652,12.257652,0,0,False,True,25805511,"026.log"
27,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N320_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.026124,1.167904,33.257392,0,0,False,True,27434394,"027.log"
28,"A3","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_UNARY_N250_old.wcnf",1,60,"7d3406339ec73bf513c92cef52e4bff69a682fedcfa43fad6a271ca2368804c8",60.188954,10.841842,10.841842,0,0,False,True,20419164,"028.log"
