Index,Mode,Set,Instance,Seed,CutoffSeconds,SolverSHA256,ExternalSeconds,FirstFeasibleTimeSeconds,PaperTableTimeSeconds,SolverExitCode,VerifierExitCode,EarlyExit,HasVerifiedSolution,BestCost,Log
1,"Y01","23_old_wpms_160","abstraction-refinement_wt-downcast-antlr_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",62.460537,13.675787,14.536487,0,0,False,True,81113,"001.log"
2,"Y01","23_old_wpms_160","abstraction-refinement_wt-downcast-avrora_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.750570,9.855523,19.957693,0,0,False,True,46817,"002.log"
3,"Y01","23_old_wpms_160","abstraction-refinement_wt-downcast-hsqldb_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",61.500276,21.286990,49.221690,0,0,False,True,52036,"003.log"
4,"Y01","23_old_wpms_160","abstraction-refinement_wt-downcast-pmd_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",65.152242,20.840421,21.485521,0,1,False,False,,"004.log"
5,"Y01","23_old_wpms_160","abstraction-refinement_wt-downcast-xalan_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",61.230292,11.148529,11.918429,0,0,False,True,65602,"005.log"
6,"Y01","23_old_wpms_160","abstraction-refinement_wt-polysite-avrora_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",61.678045,9.515635,12.048625,0,0,False,True,134741,"006.log"
7,"Y01","23_old_wpms_160","abstraction-refinement_wt-polysite-bloat_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",62.104931,31.488814,36.288214,0,0,False,True,122981,"007.log"
8,"Y01","23_old_wpms_160","abstraction-refinement_wt-polysite-hsqldb_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",62.972828,23.304581,28.687481,0,0,False,True,371007,"008.log"
9,"Y01","23_old_wpms_160","abstraction-refinement_wt-polysite-pmd_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",61.269993,17.632342,41.785842,0,0,False,True,318274,"009.log"
10,"Y01","23_old_wpms_160","abstraction-refinement_wt-polysite-xalan_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",61.413857,13.217824,14.252724,0,0,False,True,650801,"010.log"
11,"Y01","23_old_wpms_160","causal-discovery_wt-causal_alarm_9_1000_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.064273,4.158310,31.618480,0,0,False,True,37913754,"011.log"
12,"Y01","23_old_wpms_160","causal-discovery_wt-causal_carpo_8_1000_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.023652,0.298573,4.075362,0,0,False,True,2244087,"012.log"
13,"Y01","23_old_wpms_160","causal-discovery_wt-causal_Link_10_10000_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.105890,6.605370,6.605370,0,0,False,True,257745134,"013.log"
14,"Y01","23_old_wpms_160","causal-discovery_wt-causal_Link_10_1000_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.112707,37.741919,37.741919,0,0,False,True,154915005,"014.log"
15,"Y01","23_old_wpms_160","causal-discovery_wt-causal_Link_9_100_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.047394,0.684808,0.684808,0,0,False,True,3242187,"015.log"
16,"Y01","23_old_wpms_160","causal-discovery_wt-causal_Mushroom_7_1000_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.014036,0.216220,0.216220,0,0,False,True,542544,"016.log"
17,"Y01","23_old_wpms_160","causal-discovery_wt-causal_Pigs_6_1000_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.033206,0.263155,0.263155,0,0,False,True,35110976,"017.log"
18,"Y01","23_old_wpms_160","causal-discovery_wt-causal_Water_10_1000_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.102726,1.851122,1.851122,0,0,False,True,45193159,"018.log"
19,"Y01","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.032179,0.257483,1.908204,0,0,False,True,10302824,"019.log"
20,"Y01","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N290_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.315434,3.324290,3.324290,0,0,False,True,76972215,"020.log"
21,"Y01","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N220_old.wcnf",1,60,"57071e3b7694959c68396b8d579df0660ab313d0aa84096031b185ea938f44b0",60.021833,0.093645,16.822783,0,0,False,True,15236471,"021.log"
