Index,Mode,Set,Instance,Seed,CutoffSeconds,SolverSHA256,ExternalSeconds,FirstFeasibleTimeSeconds,PaperTableTimeSeconds,SolverExitCode,VerifierExitCode,EarlyExit,HasVerifiedSolution,BestCost,Log
1,"Y11","23_old_wpms_160","abstraction-refinement_wt-downcast-antlr_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",67.419909,,,255,1,False,False,,"001.log"
2,"Y11","23_old_wpms_160","abstraction-refinement_wt-downcast-avrora_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",62.516207,60.893369,60.893369,0,0,False,True,52209,"002.log"
3,"Y11","23_old_wpms_160","abstraction-refinement_wt-downcast-hsqldb_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",63.409131,,,255,1,False,False,,"003.log"
4,"Y11","23_old_wpms_160","abstraction-refinement_wt-downcast-pmd_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",63.426455,,,255,1,False,False,,"004.log"
5,"Y11","23_old_wpms_160","abstraction-refinement_wt-downcast-xalan_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",67.124893,,,255,1,False,False,,"005.log"
6,"Y11","23_old_wpms_160","abstraction-refinement_wt-polysite-avrora_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",62.415640,60.955386,60.955386,0,0,False,True,57355,"006.log"
7,"Y11","23_old_wpms_160","abstraction-refinement_wt-polysite-bloat_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",63.257862,,,255,1,False,False,,"007.log"
8,"Y11","23_old_wpms_160","abstraction-refinement_wt-polysite-hsqldb_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",62.670114,,,255,1,False,False,,"008.log"
9,"Y11","23_old_wpms_160","abstraction-refinement_wt-polysite-pmd_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",68.008138,,,255,1,False,False,,"009.log"
10,"Y11","23_old_wpms_160","abstraction-refinement_wt-polysite-xalan_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",67.410232,,,255,1,False,False,,"010.log"
11,"Y11","23_old_wpms_160","causal-discovery_wt-causal_alarm_9_1000_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.134489,7.975850,17.220548,0,0,False,True,36049513,"011.log"
12,"Y11","23_old_wpms_160","causal-discovery_wt-causal_carpo_8_1000_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.047262,2.963737,6.888139,0,0,False,True,3556961,"012.log"
13,"Y11","23_old_wpms_160","causal-discovery_wt-causal_Link_10_10000_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.496156,21.259682,32.886932,0,0,False,True,39112847,"013.log"
14,"Y11","23_old_wpms_160","causal-discovery_wt-causal_Link_10_1000_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.315152,21.279151,48.578431,0,0,False,True,33562494,"014.log"
15,"Y11","23_old_wpms_160","causal-discovery_wt-causal_Link_9_100_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.111145,7.239752,7.239752,0,0,False,True,3242187,"015.log"
16,"Y11","23_old_wpms_160","causal-discovery_wt-causal_Mushroom_7_1000_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.025479,0.928203,19.406927,0,0,False,True,9414169,"016.log"
17,"Y11","23_old_wpms_160","causal-discovery_wt-causal_Pigs_6_1000_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.051212,2.559420,2.559420,0,0,False,True,35110976,"017.log"
18,"Y11","23_old_wpms_160","causal-discovery_wt-causal_Water_10_1000_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.258601,20.026253,28.652303,0,0,False,True,45193159,"018.log"
19,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.040052,2.617589,10.344157,0,0,False,True,7014701,"019.log"
20,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N290_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.690368,21.587156,21.587156,0,0,False,True,33957845,"020.log"
21,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N220_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.024452,0.933690,9.494122,0,0,False,True,14004102,"021.log"
22,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N240_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.022142,1.066687,9.583999,0,0,False,True,16116883,"022.log"
23,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_BINARY_N380_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.030091,2.778649,14.732946,0,0,False,True,39752461,"023.log"
24,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_UNARY_N220_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.198329,11.811943,11.811943,0,0,False,True,23179718,"024.log"
25,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",62.195188,61.904557,61.904557,0,0,False,True,198654734,"025.log"
26,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_UNARY_N220_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.195222,11.578223,11.578223,0,0,False,True,25805511,"026.log"
27,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N320_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.025331,1.135249,9.079559,0,0,False,True,14733167,"027.log"
28,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_UNARY_N250_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.178215,10.677093,10.677093,0,0,False,True,20419164,"028.log"
29,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.191978,11.541144,11.541144,0,0,False,True,822078090,"029.log"
30,"Y11","23_old_wpms_160","correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.235064,16.030700,16.030700,0,0,False,True,1169882030,"030.log"
31,"Y11","23_old_wpms_160","decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.057194,4.218538,5.815948,0,0,False,True,355,"031.log"
32,"Y11","23_old_wpms_160","decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.132935,4.195657,11.181227,0,0,False,True,762,"032.log"
33,"Y11","23_old_wpms_160","decision-tree-australian-credit-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5_old.wcnf",1,60,"23e22c484f6e0bc100d10dad2613f924c9ecbf0f081098cd2151794205b2c66d",60.063329,3.801705,3.801705,0,0,False,True,599,"033.log"
