Index,Mode,Set,Instance,Seed,CutoffSeconds,SolverSHA256,ExternalSeconds,FirstFeasibleTimeSeconds,PaperTableTimeSeconds,SolverExitCode,VerifierExitCode,EarlyExit,HasVerifiedSolution,BestCost,Log
1,"Y10","23_old_wpms_160","abstraction-refinement_wt-downcast-antlr_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",67.399421,,,255,1,False,False,,"001.log"
2,"Y10","23_old_wpms_160","abstraction-refinement_wt-downcast-avrora_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",65.206077,56.998483,56.998483,0,0,False,True,52209,"002.log"
3,"Y10","23_old_wpms_160","abstraction-refinement_wt-downcast-hsqldb_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",63.209333,,,255,1,False,False,,"003.log"
4,"Y10","23_old_wpms_160","abstraction-refinement_wt-downcast-pmd_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",63.443295,,,255,1,False,False,,"004.log"
5,"Y10","23_old_wpms_160","abstraction-refinement_wt-downcast-xalan_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",66.806618,,,255,1,False,False,,"005.log"
6,"Y10","23_old_wpms_160","abstraction-refinement_wt-polysite-avrora_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",61.710112,60.296712,60.296712,0,0,False,True,57355,"006.log"
7,"Y10","23_old_wpms_160","abstraction-refinement_wt-polysite-bloat_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",63.005151,,,255,1,False,False,,"007.log"
8,"Y10","23_old_wpms_160","abstraction-refinement_wt-polysite-hsqldb_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",62.583838,,,255,1,False,False,,"008.log"
9,"Y10","23_old_wpms_160","abstraction-refinement_wt-polysite-pmd_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",67.618969,,,255,1,False,False,,"009.log"
10,"Y10","23_old_wpms_160","abstraction-refinement_wt-polysite-xalan_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",66.817166,,,255,1,False,False,,"010.log"
11,"Y10","23_old_wpms_160","causal-discovery_wt-causal_alarm_9_1000_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",60.095733,7.466460,41.959088,0,0,False,True,31247728,"011.log"
12,"Y10","23_old_wpms_160","causal-discovery_wt-causal_carpo_8_1000_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",60.035086,2.708479,3.643844,0,0,False,True,947128,"012.log"
13,"Y10","23_old_wpms_160","causal-discovery_wt-causal_Link_10_10000_old.wcnf",1,60,"71da978a31e04c6114826af305a43830f45da645b3de5ffc05c66f389152f384",60.306254,17.973410,17.973410,0,0,False,True,478857475,"013.log"
